stt,thoigian,giaphong,dientich,diachi,chitiet
2809,Tin cá nhân đăng 4 tuần trước,"3,6 triệu/tháng- 28 m2",28 m²,"Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội","+ Đc: Số 22 hẻm 7 nghách 2 ngõ 105 Xuân La - Tây Hồ 
-Diện tích 28m2.  
- full đồ như ảnh. 
- Điện 3k5/số,  nước 90k/người,  vệ sinh 29k/người,  mạng 90k/phòng. 
- máy giặt chung free 
- không chung chủ thời gian tự do thoả mái. 
- gửi xe tầng 1 free.  
- ô tô đỗ trước cửa nhà,  bãi gửi ô tô cách 200m 
√ vị trí giao thông thuận tiện : cách đại học nội vụ 300m,  ngoại giao đoàn 800m,  trường trung học cơ sở xuân la 500m,  trường tiểu học xuân la 300m,  cách chợ xuân la 1km,  chợ hải sản 1km."
2805,Tin cá nhân đăng 4 tuần trước,"2,2 triệu/tháng- 17 m2",17 m²,"Đường Khương Trung mới, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","Đầy đủ nóng lạnh, quạt trần , bệ bếp, hoa sen, giường nệm. ..Tầng 3 thoáng mát, sạch sẽ, không đi chung chủ. Giờ giấc tương đối thoải mái. ."
2806,Tin cá nhân đăng 4 tuần trước,"4,3 triệu/tháng- 25 m2",25 m²,"Đường Trần Khát Chân, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội","Vệ sinh khép kín 
+ Đc: số 3 ngõ 374 Trần Khát Chân - Hai Bà Trưng.  
- điều hoà,  nóng lạnh,  tủ lạnh,  đệm,  giường tủ,  kệ bếp, bồn rửa,  tủ bếp trên dưới , khóa vân tay,  sàn gỗ 
- điện 3k5/số,  nước 80k/người,  mạng 100k/p,  vệ sinh 20k/người,  thang máy 50k/người. 
- máy giặt chung free 
- gửi xe free 1xe,  xe thứ 2 là 100k/xe. 
- Giá 4tr5 ( giảm Còn 4tr3) 
- Nhà không chung chủ,  Camera an ninh 
- vị trí : gần Đại cồ việt - bạch mai - Đh bách kinh xây, bv bạch mai,  bv ung bướu Hà Nội, bv thanh nhàn,  bv phổi hà nội,  bv quân đội 108. 
- ngõ to xe ba gác vào được."
2807,Tin cá nhân đăng 4 tuần trước,"2,8 triệu/tháng- 30 m2",30 m²,"60 Ngõ 250 Phan Trọng Tuệ, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội","phòng trọ 60/ngõ 250 Phan trọng tuệ  , sạch sẽ,  an ninh tốt ,nội thất cơ bản đầy đủ nóng lạnh,  điều hoà,  vệ sinh khép  kín , giá 2tr 8 ai quan tâm liên hệ với mình nhé thanks"
2812,Tin môi giới đăng 4 tuần trước,"5,5 triệu/tháng- 35 m2",35 m²,"23, NGUYỄN CHÁNH, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","""""""[CĂN HỘ STUDIO FULL NỘI THẤT SIÊU ĐẸP NGUYỄN CHÁNH- CÓ CHỖ ĐỂ Ô TÔ]


🔹 Diện tích: 40m2
🔹 Giờ giấc tự do
🔹 Có chỗ đỗ ô tô.
🔹 Tất cả các phòng đều có cửa sổ thoáng mát
🔹 Đầy đủ nội thất cao cấp: giường, tủ, bàn ghê, điều hòa, nóng lạnh, máy giặti,....
🔹 Nhà có thang máy
🔹 Gần ngay Big C Thăng Long, Trần Duy Hưng. Hiệu thuốc ngay dưới chân nhà           
 🔹  Điện: 3k8 Nước: 30k/m3 Dịch vụ: 350k/phong"""
2811,Tin môi giới đăng 4 tuần trước,"1,25 triệu/tháng- 14 m2",14 m²,"360, đường xã đàn, Phường Phương Liên, Quận Đống Đa, Hà Nội","cho thuê phòng riêng biệt ở ngõ 360 đường xã đàn, diện tích 14m giá 1,2tr - 19m giá 1,8tr và 25m giá 2,3tr/ tháng, có nóng lạnh, tủ, giường, điều hòa, thanh toán 1 tháng 1 lần, nhà riêng chủ, khép kín, điện 3,5k/số, nước 60k/người."
2810,Tin cá nhân đăng 4 tuần trước,"2,6 triệu/tháng- 25 m2",25 m²,"Đường Yên Bình, Phường Phúc La, Quận Hà Đông, Hà Nội","Cho thuê phòng tại 148phố Yên Bình quận Hà Đông gần ngay Hồ Văn Quán
Diện tích phòng:  23,25,27m2 
Giá thuê theo phòng: 
+ 2.5 triệu -3tr / 1tháng
+ Điện 3,5k/1số
+ Nước:25k/m3
Trong phòng trang bị đầy đủ tiện nghi:
+ Điều hòa, nóng lạnh, thiết bị vệ sinh, tủ quần áo, giường, quạt...vv
+ Tầng 1 để xe rộng."
2817,Tin cá nhân đăng 4 tuần trước,7 triệu/tháng- 100 m2,100 m²,"Đường Yên Xá, Phường Văn Quán, Quận Hà Đông, Hà Nội","minh cần cho thuê nhà vườn , trong khu đô thị yên xá ,hà đông ."
2815,Tin cá nhân đăng 4 tuần trước,1 triệu/tháng- 15 m2,15 m²,"Số 2, ngách 221, ngõ Quỳnh, Đường Ngõ Quỳnh, Phường Quỳnh Lôi, Quận Hai Bà Trưng, Hà Nội","Mình có nhà cấp 4 chia 3 phòng. Hiện đang dư 1 phòng. Chung nhà vệ sinh, nhà tắm. Nhà vệ sinh và nhà tắm tách biệt. Có sân chung. Vị trí như trên ảnh bản đồ. 1 phòng có thể ở được tối đa 2 người. Vị trí thuận lợi, gần chợ, bệnh viện Thanh Nhàn, trường học tiểu học Ngô Quyền --> nhìn bản đồ sẽ rõ. Ngay mặt ngõ đi vào nhà thứ 2 nên thuận lợi đi lại, không ngõ ngách."
2818,Tin cá nhân đăng 4 tuần trước,3 triệu/tháng- 22 m2,22 m²,"Ngõ 105 Yên Hòa, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội","CCMN ĐỦ ĐỒ Ở NGÕ 105 YÊN HÒA 

♦️ĐIỀU HÒA 12000 BTU PANASONIC
♦️NÓNG LẠNH
♦️GIƯỜNG
♦️BÀN BẾP, CHẬU RỬA
♦️QUẠT TRẦN

NHÀ NGAY ĐẦU NGÕ 105 YÊN HÒA, CẦU GIẤY, TAXI ĐỖ CỬA.
GIỜ GIẤC TỰ DO, THOẢI MÁI, KO CHUNG CHỦ. CAMERA AN NINH 24/7.

GIÁ THUÊ: 3tr/tháng

LH XEM PHÒNG:"
2813,Tin môi giới đăng 4 tuần trước,"3,6 triệu/tháng- 25 m2",25 m²,"Đường Cầu Diễn, Phường Minh Khai, Quận Bắc Từ Liêm, Hà Nội","Còn 1 phòng duy nhất, mới sạch đẹp full đồ, không chung chủ. Mọi người xung quanh hòa đồng thân thiện."
2814,Tin cá nhân đăng 4 tuần trước,3 triệu/tháng- 30 m2,30 m²,"Đường Võ Chí Công, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội","Chính chủ cho thuê phòng trong toà 8 tầng tại 27 võ chí công. sát đầu Bưởi giao với Hoàng Quốc Việt.
- Nhà 8 T thang máy cực mát mẻ và sạch sẽ.
- Cửa vân tay ra vào tự do.
- Free chỗ để xe rộng rãi
- Free thang máy.
- nhà mình cho thuê luôn. chứ k phải văn phòng dịch vụ
- Phòng 30m2 có gác xép rộng 18m2 ở cả hộ gia đình đều dk.nhà mới xây xong.
- Giá thuê:3 triệu/ tháng. lì xì tết 500k luôn.
- Điện:4k/ số
- Nước:100k
- vệ sinh 50k/ tháng.
- Mạng:100k
- không có phát sinh gì.
- Liên hệ ngay cho mình xem phòng nhé."
2816,Tin môi giới đăng 4 tuần trước,8 triệu/tháng- 65 m2,65 m²,"11, Đường Hoàng Ngân, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","""[CĂN HỘ 2n1k 65M2 FULL NỘI THẤT NGÕ 124 Hoàng Ngân]


- Căn hộ thiết kế dạng 2n1k siêu rộng
- Diện tích: 65m2 phù hợp cho hộ gia đình
- Nội thất: Giường, Đệm ,Tủ Quần Áo , Điều Hoà , Nóng Lạnh , Bộ Bàn ghế Làm việc , Tủ Bếp Trên , Tủ Bếp Dưới, bếp từ, Có Cửa Sổ thoáng gió, Có Rèm Cửa Che Nắng
- Nhà có thang máy, View cực đẹp
- Để xe free
- Phí dịch vụ: 
Điện: 3,8k/số
Nước: 30k/khối
Phí dịch vụ: 300k/2người. Từ người thứ 3 thêm 50k (điện thang máy, hành lang, bơm nước...+ thuê ng quét rọn toà nhà)"
2819,Tin cá nhân đăng 4 tuần trước,"1,7 triệu/tháng- 11 m2",11 m²,"6/55/460, Đường Thụy Khuê, Phường Bưởi, Quận Tây Hồ, Hà Nội","Còn  phòng tầng 2 thoáng mát như ảnh chụp, có nóng lạnh, bao gồm quạt đệm cửa sổ tủ quần áo, vệ sinh liền kề theo tầng, để xe máy tầng 1.giờ giấc thoai mái 24/24 chìa khóa riêng. Giao thông thuận tiện gần các hướng bưởi hqv vcc quan hoa, thu cúc văn cao, võng thị hồ tây. Yêu cầu ở 1 người ko đun nấu trong phòng, giữ ý thức chung sạch sẽ nhẹ nhàng."
2827,Tin môi giới đăng 2 tháng trước,1 triệu/tháng- 30 m2,30 m²,"số 103 ngõ 101, Đường Đại La, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội","Cần tìm bạn ở ghép home stay ĐẠI LA 
Phòng số 103 ngõ 101 Đại La, cách các trường bách kinh xây 5 phút. 
Giá 1 triệu/ 1 người/tháng bao điện nước mạng. Giờ giấc tự do thoải mái. 
Để xe t1 miễn phí. Bếp nấu ăn T1 và t5. 
Tiện đi các hướng, Minh Khai, Kim Ngưu, cầu Định Công, lên phố cổ. 
Rộng 30m2, mỗi người 1 giường. Có cửa sổ thoáng. 
Có đủ điều hòa nóng lạnh, tủ lạnh, máy giặt. Mùa hè có điều hòa nên cực mát, không lo bị nóng nhé. 
Không chung chủ, giờ giấc tmai. 
Đóng 1 cọc 1. Phòng hiện tại ở được luôn. 
Liên hệ chính chủ xem phòng, thuê phòng không mất phí, gọi trực tiếp nhé vì mình ít khi nhắn tin."
2821,Tin cá nhân đăng 4 tuần trước,"4,8 triệu/tháng- 40 m2",40 m²,"152 đình thôn, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội","👉 Cho thuê căn hộ dịch vụ full đồ tại Đình Thôn.
👉 Tài chính: 4tr5-6tr. Diện tích: 25-40m2.
-----------------------------------------------------------
☑️ Không chung chủ, giờ giấc tự do.
☑️ 3 thang máy, 3 thang bộ rộng rãi.
☑️ An ninh tốt, camera an ninh.
☑️ Phòng có ban công
☑️ Có máy giặt, máy sấy, có chỗ phơi đồ.
👉 Điện: 3,8k/ số, nước: 100k/1 người, internet: 100k/1 phòng, dịch vụ( điện, nước chung, thang máy, vệ sinh,...): 100k"
2823,Tin cá nhân đăng 4 tuần trước,1 triệu/tháng- 18 m2,18 m²,"12/15 Ngõ 256, Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội","Cho thuê nhà diện tích 18m2 + 6m2 gác xép (mới sửa chữa lại – phòng sạch đẹp). Công trình phụ khép kín, sân rộng, an ninh tốt, nước sạch, có cung cấp cáp truyền hình và internet - phù hợp với những hộ gia đình. Địa chỉ: 12/15 Ngõ 256 Đường Xuân Đỉnh - gần trường Tiểu học Xuân Đỉnh và  cách công viên Hoà Bình 1km. Giá 1.000.000 đồng/tháng. Ai có nhu cầu có thể chuyển đến ở ngay."
2822,Tin môi giới đăng 4 tuần trước,"3,5 triệu/tháng- 20 m2",20 m²,"ngõ 60, Đường Linh Lang, Phường Cống Vị, Quận Ba Đình, Hà Nội","Ngõ 60 Linh Lang - Đào Tấn.

Chung cư mini mới xây khép kín trong nhà 6 tầng ở ngõ 60 Linh lang, đào tấn, gần ngay KS Daewoo, Lotte, thuận tiện đi lại trung tâm Kim Mã, Cầu Giấy, Ba Đình... Phù hợp gia đình nhỏ.

- Phòng đẹp có ban công, khép kín, thoáng mát, rộng 28m2.
- Giờ giấc tự do, không chung chủ.
- Vệ sinh khép kín, có nóng lạnh, wifi.
- An ninh, văn minh, lịch sự.
- Giá 3 - 3.5tr triệu/ tháng.
Địa chỉ: Nhà 24B ngõ 60 Linh Lang."
2820,Tin môi giới đăng 4 tuần trước,4 triệu/tháng- 20 m2,20 m²,"ngõ 80, Đường Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội","Căn hộ mini cao cấp - ngõ 80 Chùa Láng.
Số 7 ngách 28 ngõ 80 Chùa Láng.
(Ngay hồ Quan Hệ Quốc Tế).
Nhà mình có căn hộ khép kín 25m2 trong nhà 7 tầng tại số 7 ngách 28 ngõ Chùa Láng. Gần các trường Quan Hệ Quốc Tế, Ngoại Thương, gần chợ...
- Căn hộ mini cao cấp, sang trọng, lịch sự, sạch sẽ, khép kín.
- Có thang máy, nóng lạnh, điều hòa, đầy đủ đồ đạc.
- Không chung chủ, thời gian thoải mái.
- An ninh, bảo vệ 24/24, thuận tiện đi lại.
Giá: 3,3tr - 4,5tr/th.
Đc: Số 7 ngách 28 ngõ 80 Chùa Láng."
2826,Tin cá nhân đăng 7 giờ trước,"3,4 triệu/tháng- 30 m2",30 m²,"14, Đường Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội","Nhà mình còn   1 phòng tầng 3 trong nhà 5 tầng.
Có thể đến ở ngay
Diện tích 28m2
Phòng có cửa sổ rộng thoáng, ban công, không bị che chắn rất thoáng.
Sàn gỗ, đầy đủ giường tủ bàn ghế điều hòa nóng lạnh ...
Vệ sinh khép kín đủ trang thiết bị vệ sinh.
Nhà cực kì sạch sẽ, có chỗ nấu ăn, sân phơi, để xe free
Có dọn vệ sinh, máy giặt ...
Nhà ở trong ngõ an ninh, sạch sẽ, không ngập nước...
Vị trí cực gần các trường ngoại thương, giao thông vt,..
Tiền điện 3k5/1 số, nước 100k 1 người, wifi 65k,...
Địa chỉ : Ngách 90/1194 Đường Láng, Hoặc có thể đi từ ngõ 138 chùa láng vào.
Còn không mau xách mông lên chuyển đến phòng nhà mình. 
Liên hệ ngay đến ban Ken đẹp trai để đến ở ngay."
2829,Tin cá nhân đăng 3 tháng trước,"4,7 triệu/tháng- 35 m2",35 m²,"Đường La Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","Địa chỉ số 1 ngõ 96b đương la thành phường ô chợ dừa hà nội.tức số nhà 71a ngõ cẩm văn

P501 S35m2 khép kín trong p có giương tủ quần áo nóng lạnh hút mùi điều hoà tu lanh vs khép kín bàn kế ăn

Chỗ để xe rộng có bảo vệ thang máy camera an ninh tốt gần chợ trung tâm
Gần tôn đưc thắng hào nam xã dsan
giá cho thuê 4tr7/tháng thanh toán linh hoạt

Chính chủ cho thuê xem p miễn phí 
Chấp nhận câc bạn môi giới dẫn khách có hh"
2824,Tin cá nhân đăng 4 tuần trước,"1,6 triệu/tháng- 23 m2",23 m²,"16B, Đường Yên Bình, Phường Phúc La, Quận Hà Đông, Hà Nội","Chính chủ cho Nữ thuê phòng khép kín, sạch thoáng, an ninh tốt, thuận tiện, sau siêu thị Văn Quán, gần ĐH Kiến trúc, Bưu Chính Viễn Thông... Chỉ cho Nữ thuê, miễn trung gian môi giới."
2825,Tin môi giới đăng 15 giờ trước,"3,6 triệu/tháng- 30 m2",30 m²,"56, Đường Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội","Cho thuê phòng ở Cầu Giấy chuyển vào ở luôn. Ngay ngã ba Dịch Vọng giao với Cầu Giấy – Khúc Thừa Dụ, 300m là ra Công Viên Cầu Giấy
•	Vị trí trung tâm thuận tiện đi lại, các trường đại học lớn như ĐH Quốc Gia, Điện Lực, ĐH Giao thông vận tải,...trên địa bàn quận Cầu Giấy 
•	Dịch vụ điện nước giá rẻ, điện 3k/số, nước sạch Sông Đà 100k/người, mạng 100k/p, có nơi để xe free, thang máy,…
•	Giờ giấc thoải mái, an nình cực kì tốt - hệ thống khóa Cổng vân tay – Hệ Thống khoá cửa thẻ từ riêng từng phòng - camera 24/24h - có quản lý, không chung chủ
•	Nội thất: giường, tủ, điều hòa 12k/ 2 chiều nóng lạnh, nóng lạnh, bàn trang điểm sịn sò, kệ đầu giường, rèm cửa, Kệ bếp
•	 Diện tích các phòng từ 26m2 – 30m2
Địa chỉ: số nhà 56 Dịch Vọng, ngay chợ Dịch Vọng (Hoặc đi từ ngõ 59 Khúc Thừa Dụ vào)"
2828,Tin môi giới đăng 4 ngày trước,"2,6 triệu/tháng- 15 m2",15 m²,"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội","+ Khuyến Mại 500k tháng đầu cho anh chị em thuê hợp đồng lâu dài.
+ Mình còn trống phòng như hình ở ngay lối vào bảo tàng HCM.Đi ra BX Yên Nghĩa 100m.
+ Riêng chủ, giờ giấc tự do, an ninh tốt.
+ Nội thất: giường, tủ quần áo, bàn ghế, điều hòa, nóng lạnh, máy giặt, có chỗ nấu ăn riêng.
+ Mình còn phòng giá 2tr6 và 2tr8."
2831,Tin môi giới đăng 4 tuần trước,"2,3 triệu/tháng- 20 m2",20 m²,"18D/2 ngõ 514, Đường Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội","cho thuê phòng; 18D/2 ngõ 514 Thụy Khuê khép kín phòng đẹp 
Nhà ngay gần Hồ Tây và Hoàng Hoa Thám
PHòng ở tầng 2, tầng 3
Có nóng lạnh; điều hòa
Hiện tại đang có phòng giá 2tr3 và 3tr
Phù hợp ở 2 người
Điện 3,5k 1 số; nước 100k 1 tháng
LH xem phòng ban ngày"
2838,Tin cá nhân đăng 4 tuần trước,"1,6 triệu/tháng- 16 m2",16 m²,"Hà Đông, Hà Nội","Giá từ 1tr6( 16m2) 1tr7( 17m2) 1tr8 (18m2) 2tr(20m2) liên hệ sđt 
Đ/c: số 16 ngõ 66 phùng hưng Hà Đông- HN
Gần bệnh viện 103. Có thang máy. Gần bến xe buys"
2830,Tin môi giới đăng 4 tuần trước,"2,3 triệu/tháng- 22 m2",22 m²,"376 bưởi, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội","CHÍNH CHỦ CHO THUÊ phòng SIÊU RẺ TẠI NGÕ 376 BƯỞI
Giá ưu đãi chỉ:2300k /tháng 
Vệ sinh chung
Cửa sổ thoáng , Ban công rộng
Kệ bếp riêng từng phòng tiện ích
Điều hòa, nóng lạnh, giường, tủ quần áo,…
 Điện 3.5k/số , nước 80k/người, dọn vệ sinh 50k/ người, Internet 100k/ phòng
 Để xe ngay tầng 1 an toàn, miễn phí
 Không chung chủ, giờ giấc tự do, đảm bảo thoải mái đi lại
Camera an ninh 24/7
Khu dân cư an ninh, hàng xóm thân thiện
gần chợ, bệnh viện, trường đại học Ngoại Thương, Ngoại Giao, Luật
Nhà mới sơn sửa sạch sẽ
Thanh toán 1 cọc 1
Có thể chuyển đến ở ngay
Liên hệ để xem phòng theo sđt: (zalo, whatsapp)
Inbox 23Homey.vn để được tư vấn trực tiếp, xem và đặt phòng nhé"
2835,Tin môi giới đăng 4 tuần trước,4 triệu/tháng- 28 m2,28 m²,"văn cao, Phường Đội Cấn, Quận Ba Đình, Hà Nội","CHO THUÊ PHÒNG SIÊU XINH RỘNG 28m2 TẠI NGÕ 97 VĂN CAO
🌟Mã phòng: 2r4
+ Giá ưu đãi chỉ: 4000k/ tháng 
TẶNG NGAY 500k CHO BẠN THUÊ PHÒNG TRONG THÁNG 2
- Vệ sinh riêng
- Ban công rộng, cửa sổ to thoáng mát
- Kệ bếp, tủ bếp riêng có hút mùi 
- Điều hòa, nóng lạnh, giường, tủ quần áo, Smart TV, 
- Điện 3.5k/số , nước 80k/người, dọn vệ sinh 50k/ người, Internet 100k/ phòng
- Để xe ngay tầng 1 an toàn, miễn phí, 
 - Không chung chủ, giờ giấc tự do, đảm bảo thoải mái đi lại
- Camera an ninh 24/7
- Khu dân cư an ninh, hàng xóm thân thiện
- Gần chợ, bệnh viện, trường đại học Ngoại Thương, Ngoại Giao, Luật
- Nhà mới sơn sửa sạch sẽ
- Thanh toán 1 cọc 1 
Có thể chuyển đến ở ngay 
Liên hệ để xem phòng theo sđt: (zalo, whatsapp) để được tư vấn trực tiếp, xem và đặt phòng nhé  😗😘
Bên mình có phòng từ 2.3tr đến 4tr khu vực Ba Đình, Tây hồ"
2837,Tin cá nhân đăng 4 tuần trước,"3,3 triệu/tháng- 23 m2",23 m²,"Đường Nguyễn Văn Trỗi, Phường Mộ Lao, Quận Hà Đông, Hà Nội","Hiện tại mình còn phòng trống bên khu Mỗ Lao ( Nguyễn Văn Trỗi )
Gần các trường ĐH Hà Nội, ĐH Kiến Trúc, Học Viện Mật Mã, …
Thuận tiện đi lại, an ninh đảm bảo tuyệt đối, chợ dân sinh gần nhà, gần TTTM Big C,…
DT phòng 23m2 đã có đầy đủ điều hòa, nóng lạnh, tủ, giường, kệ bếp, có thang máy, wifi.
Hiện tại có thể chuyển vào ở luôn. Giờ giấc tự do thoải mái không chung chủ. Có được nuôi chó mèo.
Điện: 3.8k/số - Nước: 28k/khối – Mạng: 100k/Phòng.
Để xe: T1 miễn phí – Sạc xe điện 100k/tháng.
Thang máy, vệ sinh, rác, đèn điện, máy giặt chung,…: 100k/người.
Có thể ở tối đa 5 người, 3 xe máy.
Cọc 1 đóng 1 tháng 1.
Liên hệ trực tiếp Linh"
2834,Tin cá nhân đăng 4 tuần trước,"5,8 triệu/tháng- 30 m2",30 m²,"22a, Đường Tạ Hiện, Phường Hàng Buồm, Quận Hoàn Kiếm, Hà Nội","chỉ với 5,8 triệu/ tháng có ngay phòng đẹp , nhiều tiện ích kèm theo như bếp ăn, bàn ghế ăn, sofa thưởng thức trà cafe...
- Phòng đẹp rộng rãi đầy đủ nội thất khách sạn 4 sao , chỉ việc xách vali vào ở ngay.

- khách sạn có lối thiết kế trang nhã và truyền thống cùng với rất nhiều tiện ích tiện nghi như: thang máy, nhà hàng cà phê, nước ép hoa quả, khu ngồi tiếp khách dưới sảnh rộng rãi tiện nghi với bàn trà và ghế sofa êm ái
- khách sạn Hanoi Center Silk Hotel nổi tiếng là lựa chọn của nhiều diễn viên ca sĩ nổi tiếng trong những dịp ghé thăm Hà Nội.
- tòa nhà nằm ngay mặt đường phố cổ nổi tiếng Tạ Hiện với nhiều cây xanh và vỉa hè rộng rãi, cách hồ Hoàn Kiếm 3 phút đi bộ, chợ hàng bè và chợ gia ngư 2 phút đi bộ

- mình còn 5 phòng rất đẹp với thiết kế đậm chất hà nội phố cổ pha lẫn sự tiện nghi hiện đại , gọi ngay Ms Lan để xem phòng nhé!

- xin cảm ơn đã đọc tin!"
2839,Tin môi giới đăng 4 tuần trước,"3,5 triệu/tháng- 30 m2",30 m²,"54, Đường An Dương, Phường Yên Phụ, Quận Tây Hồ, Hà Nội","TẶNG NGAY 1 TRIỆU ĐỒNG CHO KHÁCH THUÊ Ở LUÔN
Chính chủ còn nhiều phòng cần cho thuê tại 54 An Dương, Tây Hồ
+ Đã Trang bị đầy đủ tiện nghi như hình chụp thật 100%
+ Nhà không chung chủ, giờ giấc thoải mái
+ Vị trí nhà ngay trung tâm quận Ba Đình, Ô tô đỗ cửa, đi lại rất thuận tiện với đầy đủ tiện ích xung quanh như siêu thị, nhà hàng, quán ăn, ...
+ Giá phòng chỉ từ 3,5 triệu- 4 triệu tùy phòng và diện tích 25-28m2
Liên hệ: A Hiếu để được xem phòng trực tiếp miễn phí không qua môi giới trung gian"
2836,Tin cá nhân đăng 4 tuần trước,3 triệu/tháng- 41 m2,41 m²,"624/12/95, minh khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội","cho thuê lâu dài nhà cấp 4 có gác xép ,có sân ,ngoài cổng để đc ô tô qua đêm điện nước giá hộ gia đình"
2832,Tin môi giới đăng 4 tuần trước,"1,7 triệu/tháng- 15 m2",15 m²,"Ngõ 91 đào tấn SN 11c/100 1tr8, Đường Đào Tấn, Phường Liễu Giai, Quận Ba Đình, Hà Nội","Ngõ 91 đào tấn SN 11c/100 1tr7 2tr5 3tr3/ T khép kín
Có p ở luôn,ngay trung tâm,sạch đẹp thoáng,điện nước giá rẻ,cap net tốc độ cao,ở được 2 đến 3 cháu,ngay đường,gần buýt,gần hồ,công viên,nhà xây 5 tầng thoáng,ánh sáng tự nhiên,khu dân trí cao,có giường có nóng lạnh,điều hoà,căn bé các bạn tự lắp nhé.
DT : 15m2 và 18m2 và 22m2 khép kín,riêng chủ,đi lại tự do các bạn nhé,ai cần xem phòng đt trực tiếp nhé."
2841,Tin cá nhân đăng 4 tuần trước,"2,7 triệu/tháng- 30 m2",30 m²,"Số 9 ngõ 21/50, Đường Yên Xá, Xã Tân Triều, Huyện Thanh Trì, Hà Nội","Nhà mình cho thuê phòng khép kín đầy đủ tiện nghi khu YÊN XÁ.
Địa chỉ : Nhà 09 ngõ 21/50 Yên Xá. (Cuối đường Nguyễn Khuyến Khuyến
-Diện tích 30m2
- giá 2tr7 - 2tr9
- Tiện ích đầy đủ: Nóng lạnh, Kệ bếp chậu rửa, Máy giặt, Giường tủ , Thang máy.
- Chổ để xe máy miễn phí tầng 1
- Không chung chủ, chủ nhà thế hệ 8X vui tính.
- Thời gian đi lại thoải mái (chìa khóa trao tay tự quản).
- Có camera giám sát an ninh 
- Có internet wifi gói cáp quang. 80k/phòng
- Có người vệ sinh lau dọn thường xuyên, đảm bảo không gian sống sạch sẽ.
- Điện có công tơ riêng 3.5k/ số
- Nước 25k/số công tơ từn phòng 
Lh A Thành"
2846,Tin môi giới đăng 4 tuần trước,"3,6 triệu/tháng- 40 m2",40 m²,"10/115, Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội","🏠🏠 Đồ trong phòng:
👉 Điều hoà
👉 Nóng lạnh
👉 Giường
👉 Tủ quần áo 3 cánh
👉 Có máy giặt chung
☎️☎️️ Liên hệ hotline của chúng tôi để được tư vấn nhanh : 
💥💥 Mô tả:
👉 Cách đường giải phóng thì 200m
👉 Phòng rộng 40m2
👉 Để xe ở tầng 1 Free, có camera theo dõi
👉 Có máy giặt chung
👉 Nhà có khóa vân tay, Giờ giấc thoải mái, Không chung chủ"
2849,Tin cá nhân đăng 4 tuần trước,"1,7 triệu/tháng- 18 m2",18 m²,"Ngõ 1395, Đường Giải Phóng, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội","Cho thuê phòng ở tầng 3 nhà 4 tầng tại ngõ 1395 Giải Phóng

Diện tích 18m2 - điện nước giá dân, giờ đi về thoải mái KO chung chủ.

Gần ngay đối diện bến xe Nước Ngầm, Giáp Bát thuận tiện đi lại.

Phù hợp với các bạn sinh viên, đi làm.. ( Phòng như hình ảnh) 

Đóng tiền tháng một / cọc 1 tháng. 
Còn phòng trống có thể đến ở ngày 01/03"
2842,Tin cá nhân đăng 4 tuần trước,"2,2 triệu/tháng- 45 m2",45 m²,"Khu B tập thể Mỏ địa chất, Đường Cổ Nhuế, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội","Nhà ở khu B tập thể Mỏ địa chất. Nhà cấp 4 rộng 45m2 riêng biệt có sân để xe, có gác xép. Khu dân cư đông đúc gần chợ, gần trường học. Điện nước tự chi trả theo hộ gia đình. Ưu tiên hộ gia đình cho thuê ở lâu dài. Giá 2tr2/ tháng. Ai có nhu cầu liên hệ 09621.72130 c.Thuý"
