stt,thoigian,giaphong,dientich,diachi
3126,03/2021,3600000,30,"56, Đường Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
3128,03/2021,2000000,14,"186 nguyễn đình hoàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
3133,02/2021,2500000,25,"Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội"
3138,02/2021,2500000,40,"25 ngõ 5, Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội"
3131,02/2021,2300000,30,"11, Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội"
3137,02/2021,3200000,20,"Đường Chương Dương Độ, Phường Chương Dương, Quận Hoàn Kiếm, Hà Nội"
3136,02/2021,1300000,15,"Tổ 2 ngõ 103 trương công giai, Đường Trương Công Giai||920, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"
3130,02/2021,3500000,25,"9, Đường Phủ Doãn, Phường Hàng Trống, Quận Hoàn Kiếm, Hà Nội"
3134,02/2021,4000000,40,"Đường Nguyễn Xiển, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội"
3139,02/2021,3100000,25,"Vườn Hoa Hà Đông, Đường Ngô Thì Sỹ, Phường Quang Trung, Quận Hà Đông, Hà Nội"
3135,02/2021,4200000,40,"210, Đường Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội"
3132,02/2021,3500000,15,"109 trung liệt, Phường Trung Liệt, Quận Đống Đa, Hà Nội"
3142,02/2021,2800000,25,"8, Đường Lê Duẩn, Phường Phương Liên, Quận Đống Đa, Hà Nội"
3141,02/2021,4000000,30,"Định Công Thượng, Phường Định Công, Quận Hoàng Mai, Hà Nội"
3149,02/2021,1000000,10,"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
3144,02/2021,1500000,17,"số nhà 12 ngách 35 ngõ 139, Đường Tam Trinh, Phường Mai Động, Quận Hoàng Mai, Hà Nội"
3145,02/2021,1500000,40,"5B, Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội"
3140,02/2021,1400000,16,"Tổ 48/10 ngõ 175c tam trinh SN, tam trinh, Phường Mai Động, Quận Hoàng Mai, Hà Nội"
3147,02/2021,3000000,25,"15, Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội"
3143,02/2021,1500000,10,"014, Đường Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội"
3148,02/2021,1720000,15,"Đường Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà Nội"
3146,02/2021,1790000,469,"Đường Nguyễn Khánh Toàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
3150,03/2021,4500000,30,"20 ngõ 196, Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
3152,01/2021,1000000,30,"số 103 ngõ 101, Đường Đại La, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội"
3155,02/2021,3000000,20,"ngõ chợ khâm thiên, Phường Trung Phụng, Quận Đống Đa, Hà Nội"
3159,02/2021,3000000,20,"ĐƯỜNG BƯỞI, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội"
3157,02/2021,3000000,30,"tầng 3,4, ngõ 72 dương khuê, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
3153,03/2021,3600000,30,"56, Đường Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
3154,03/2021,3400000,30,"14, Đường Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội"
3151,02/2021,3800000,28,"71A/71, Đường Nguyễn Thị Định, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội"
3156,02/2021,2000000,20,"Bà Triệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội"
3158,02/2021,1500000,13,"số 20 ngõ 130, Đường Nguyễn Khoái, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội"
3161,02/2021,1500000,22,"số 2/87/21 đương Tựu Liệt, Thị trấn Văn Điển, Huyện Thanh Trì, Hà Nội"
3164,02/2021,2800000,17,"56 ngõ 21 Lê Văn Lương, Đường Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
3168,02/2021,1500000,18,"SN11, ngách 124/63/25, vĩnh Tu, Đường Cầu Vĩnh Tuy||491, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội"
3167,02/2021,1200000,15,"Đường Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
3166,02/2021,3500000,35,"Đường Hoa Bằng||822, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội"
3160,02/2021,3500000,25,"Đường Bưởi, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội"
3163,02/2021,2800000,30,"gần đầu ngõ 7, Đường Nguyên Xá, Phường Minh Khai, Quận Bắc Từ Liêm, Hà Nội"
3162,02/2021,3500000,24,"25, ngách 12, ngõ Thái lợi, Đường Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội"
3169,02/2021,1700000,20,"Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội"
3165,02/2021,2300000,20,"số 68 ngõ 112 mễ trì thượng, Đường Mễ Trì Thượng||2284, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
3174,02/2021,1900000,20,"43, Đường Vọng Hà, Phường Chương Dương, Quận Hoàn Kiếm, Hà Nội"
3171,02/2021,3300000,30,"25, Đường Vũ Ngọc Phan, Phường Láng Hạ, Quận Đống Đa, Hà Nội"
3175,02/2021,3800000,28,"71A/71, Đường Nguyễn Thị Định, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội"
3173,02/2021,3200000,36,"29, Trần Quang Diệu, Phường Quang Trung, Quận Đống Đa, Hà Nội"
3177,12/2020,4700000,35,"Đường La Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội"
3170,02/2021,2500000,18,"ngõ 273 phố chợ Khâm Thiên, Phường Phương Liên, Quận Đống Đa, Hà Nội"
3178,01/2021,1000000,30,"số 103 ngõ 101, Đường Đại La, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội"
3176,03/2021,3600000,30,"56, Đường Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
3172,02/2021,3800000,22,"Đường Hoàng Ngân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
3179,03/2021,2000000,14,"186 nguyễn đình hoàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
3187,02/2021,3500000,29,"Miếu Đầm, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
3184,02/2021,2000000,25,"420, Đường Vĩnh Hưng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội"
3188,02/2021,3200000,33,"Đường Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà Nội"
3186,02/2021,6000000,70,"khu đất dịch vụ Lk17, 18, Đường La Nội, Phường Dương Nội, Quận Hà Đông, Hà Nội"
3180,02/2021,2800000,22,"254 minh khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội"
3183,02/2021,3600000,27,"Mễ Trì Thượng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
3185,02/2021,3300000,35,"Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà Nội"
3189,02/2021,1400000,14,"P thuê ngõ 17a/100 trần quốc h, trần quốc hoàn, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"
3182,02/2021,2800000,2,"181, Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội"
3181,02/2021,1800000,18,"41C/2 ngõ 199, Đường Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội"
3190,02/2021,3000000,25,"Đường Miếu Đầm, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
3193,02/2021,1600000,15,"Tổ 20 xuân thuỷ ngõ 25 SN 18, xuân thuỷ, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"
3192,02/2021,1510000,19,"SN 29a/100 giải phóng ngõ 301, Đường Giải Phóng, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội"
3199,02/2021,2700000,20,"ngõ 9, Đường Yên Phúc, Phường Văn Quán, Quận Hà Đông, Hà Nội"
3198,02/2021,1400000,15,"Số100 ngõ 224, Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội"
3197,02/2021,2800000,30,"33, Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội"
3196,02/2021,1400000,8,"56 ngõ 168, Đường Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội"
3194,02/2021,1400000,15,"SN 21d/100 ngõ 20 hồ tùng mậu, Đường Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội"
3195,02/2021,1300000,14,"Ngõ 38e/10 trần quốc vượng SN, trần quốc vượng, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"
3200,02/2021,3800000,28,"71A/71, Đường Nguyễn Thị Định, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội"
3201,03/2021,2000000,14,"186 nguyễn đình hoàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
3208,02/2021,3000000,25,"336, Đường Đê La Thành, Phường Phương Liên, Quận Đống Đa, Hà Nội"
3207,02/2021,1500000,20,"Đường Đê Trần Khát Chân, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội"
3202,12/2020,4700000,35,"Đường La Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội"
3204,03/2021,3600000,30,"56, Đường Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
3206,02/2021,2600000,25,"Đường Nguyễn Hoàng, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
3209,02/2021,2000000,20,"15A ngách 7 ngõ 207, Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"
3203,03/2021,3700000,30,"106 Ngõ 72/2, Đường Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
3205,02/2021,2400000,25,"số 9 ngõ 116, Đường Miếu Đầm, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
3212,02/2021,2700000,30,"Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội"
3217,02/2021,1300000,14,"ngõ 193/220/27/2/10, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội"
3210,02/2021,1500000,15,"số 34 ngõ 5 đường nguyễn văn cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội"
3211,02/2021,700000,15,"08, Đường Quốc lộ 21B, Phường Phú Lương, Quận Hà Đông, Hà Nội"
3216,02/2021,3900000,27,"Số 55 Ngõ 21, Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
3219,02/2021,5000000,60,"Số nhà 24, đường Hoàng Sâm, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
3215,02/2021,2800000,18,"số 2 ngõ 79, Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
3218,02/2021,2000000,16,"131 Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội"
3213,02/2021,2500000,20,"Số 2 ngõ 6, Đê La Thành nhỏ, Phường Phương Liên, Quận Đống Đa, Hà Nội"
3214,02/2021,4500000,30,"Số 55 Ngõ 21, Đường Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
3221,02/2021,5300000,30,"Đường Nguyễn Ngọc Vũ, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội"
3225,03/2021,4500000,30,"20 ngõ 196, Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
3227,03/2021,2200000,16,"Đường Phan Trọng Tuệ, Thị trấn Văn Điển, Huyện Thanh Trì, Hà Nội"
3226,03/2021,5000000,35,"số nhà 12, ngõ 89, Đường Mễ Trì Thượng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
3223,02/2021,4000000,30,"Đường Nguyễn Hoàng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"
3228,03/2021,3400000,30,"14, Đường Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội"
3220,02/2021,1700000,20,"231, Đường Kim Ngưu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội"
3222,02/2021,4000000,20,"Số 5, Ngõ 96, Đường Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội"
3229,12/2020,4700000,35,"Đường La Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội"
3224,02/2021,1800000,50,"Số 5 ngõ 63, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"
3231,02/2021,1900000,20,"43, Đường Vọng Hà, Phường Chương Dương, Quận Hoàn Kiếm, Hà Nội"
3237,02/2021,3500000,30,"149, phố bà triệu, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội"
3230,02/2021,2000000,20,"38, ngách 15 ngõ Gốc Đề, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội"
3235,02/2021,2200000,25,"Đường Giáp Bát, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội"
3234,02/2021,1150000,10,"37 ngách 55 ngõ chùa Liên Phái, Đường Bạch Mai, Phường Cầu Dền, Quận Hai Bà Trưng, Hà Nội"
3239,02/2021,2500000,35,"Đường Cổ Điển A, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội"
3236,02/2021,2000000,18,"Đường Bà Triệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội"
3238,02/2021,3800000,28,"Đường Trần Thái Tông, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"
3233,02/2021,2500000,25,"ngõ 57, Đường An Dương, Phường Yên Phụ, Quận Tây Hồ, Hà Nội"
3232,02/2021,1400000,15,"vinh hưng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội"
3242,02/2021,2800000,20,"106 ngõ 30, Đường Phan Đình Giót, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội"
3240,02/2021,10500000,35,"Đường Trịnh Hoài Đức, Phường Cát Linh, Quận Đống Đa, Hà Nội"
3245,02/2021,1700000,19,"SN 122e/10 ngõ 51 xã đàn 1tr7, Đường Xã Đàn, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội"
3247,02/2021,2600000,22,"25, Cầu Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội"
3248,02/2021,3000000,25,"số 66 ngõ 204 trần duy hưng, Trần Duy Hưng, Phường Lý Thái Tổ, Quận Hoàn Kiếm, Hà Nội"
3243,02/2021,3500000,30,"18, Đường Quốc Tử Giám, Phường Văn Chương, Quận Đống Đa, Hà Nội"
3246,02/2021,1400000,39,"15/43, Nguyễn Phong Sắc, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"
3249,02/2021,1400000,22,"phố Ngọc trì, Phường Thạch Bàn, Quận Long Biên, Hà Nội"
3244,02/2021,6500000,45,"Đường Đội Cấn, Phường Ngọc Hà, Quận Ba Đình, Hà Nội"
3241,02/2021,2500000,18,"172, Đường Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội"
3251,03/2020,1390000,40,"Đường Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
3253,03/2021,3400000,30,"14, Đường Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội"
3252,03/2021,2600000,15,"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội"
3250,03/2021,5000000,35,"số nhà 12, ngõ 89, Đường Mễ Trì Thượng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
3254,03/2021,4500000,30,"20 ngõ 196, Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
3257,02/2021,4500000,35,"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
3259,02/2021,8000000,75,"Đường Xã Đàn, Phường Thổ Quan, Quận Đống Đa, Hà Nội"
3256,02/2021,2000000,20,"Đường Cầu Giấy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"
3258,02/2021,1790000,18,"SN 10f/20 mỹ đình Ngõ 8 1tr6 –, Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
3255,02/2021,4200000,30,"Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
3261,02/2021,1500000,457,"Đường Tây Sơn, Phường Thịnh Quang, Quận Đống Đa, Hà Nội"
3260,02/2021,2200000,15,"64 ngõ 242, Đường Xã Đàn, Phường Phương Liên, Quận Đống Đa, Hà Nội"
3263,02/2021,1700000,17,"Ngõ 200c/10 cầu giấy SN 14d  1, cầu giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
3262,02/2021,1600000,110,"Chung Cư EcoDream Ngõ 300, Đường Nguyễn Xiển, Xã Tân Triều, Huyện Thanh Trì, Hà Nội"
3269,02/2021,1700000,455,"Đường Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội"
3265,02/2021,2100000,30,"127/8, Đường Lê Quang Đạo, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội"
3264,02/2021,1700000,19,"Ngõ 102a/3 phương mai SN 37d 1, Đường Phương Mai, Phường Phương Liên, Quận Đống Đa, Hà Nội"
3268,02/2021,2800000,20,"42 yên hoà, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội"
3267,02/2021,3500000,80,"17bt4, Khu đô thị mới Cầu Bươu, Xã Tân Triều, Huyện Thanh Trì, Hà Nội"
3266,02/2021,1700000,16,"16C ngõ 20, Đường Văn Quán, Phường Kiến Hưng, Quận Hà Đông, Hà Nội"
3271,02/2021,1500000,18,"56D ngõ 256, Đường Lê Thanh Nghị, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội"
3273,02/2021,2000000,20,"12b NGÕ 99, Đường Nguyễn Chí Thanh, Phường Nam Đồng, Quận Đống Đa, Hà Nội"
3270,02/2021,2300000,25,"13, Đường Bát Khối, Phường Long Biên, Quận Long Biên, Hà Nội"
3275,03/2021,5000000,35,"số nhà 12, ngõ 89, Đường Mễ Trì Thượng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
3272,02/2021,3000000,20,"Đường Nguyễn Ngọc Vũ, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội"
3278,03/2021,3700000,30,"106 Ngõ 72/2, Đường Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
3279,03/2021,2600000,15,"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội"
3274,02/2021,1500000,15,"75E ngõ 68, Đường Triều Khúc, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội"
3277,03/2021,4500000,40,"15A, Ngõ 61đường Thái Thịnh, Phường Thịnh Quang, Quận Đống Đa, Hà Nội"
3276,03/2021,3600000,30,"56, Đường Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
3281,02/2021,1300000,18,"Đường Vũ Tông Phan, Phường Khương Trung, Quận Thanh Xuân, Hà Nội"
3285,02/2021,2000000,25,"76, Đường Hưng Phúc, Phường Yên Sở, Quận Hoàng Mai, Hà Nội"
3280,02/2021,2800000,30,"79, Đường Nhật Chiêu, Phường Nhật Tân, Quận Tây Hồ, Hà Nội"
3287,02/2021,3500000,30,"8 ngõ 111, Đường Triều Khúc||697, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội"
3283,02/2021,1300000,16,"Có P ngõ 31a/100 trần thái tôn, Đường Trần Thái Tông, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"
3286,02/2021,3500000,45,"Đường Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội"
3288,02/2021,2500000,30,"686 đường Kim Giang, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội"
3284,02/2021,1290000,250,"Đường Phùng Khoang, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội"
3282,02/2021,1200000,14,"Ngõ 20a/122 mai dịch SN 198 tổ, mai dịch, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội"
3289,02/2021,1800000,20,"Đường Trung Kính, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội"
3292,02/2021,2600000,26,"sn 47 ngõ 154 đình thôn, Đường Đình Thôn, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
3294,02/2021,6500000,139,"24, Cây Trà, Xã Lại Yên, Huyện Hoài Đức, Hà Nội"
3290,02/2021,3000000,30,"159, Đường Kim Ngưu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội"
3291,02/2021,3800000,30,"Đường Trần Thái Tông, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
3295,02/2021,1850000,20,"35/5, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"
3296,02/2021,3000000,75,"61 Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội"
3298,02/2021,4000000,20,"12B, Đường Lý Nam Đế, Phường Hàng Mã, Quận Hoàn Kiếm, Hà Nội"
3293,02/2021,1100000,23,"Đường Liên Thôn, Xã Quất Động, Huyện Thường Tín, Hà Nội"
3297,02/2021,2600000,18,"ngõ 9, Đường Yên Phúc, Phường Văn Quán, Quận Hà Đông, Hà Nội"
3299,02/2021,1000000,17,"số 24 ngách 66/68, Đường Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội"
3300,03/2021,2600000,15,"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội"
3303,03/2021,2100000,16,"Ngõ 151, Đường Nguyễn Đức Cảnh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội"
3304,12/2020,4700000,35,"Đường La Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội"
3301,03/2020,1390000,40,"Đường Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
3302,03/2021,3700000,30,"106 Ngõ 72/2, Đường Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
3306,02/2021,1500000,80,"255, Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
3309,02/2021,2200000,15,"21 hẻm 354/137/21, Đường Trường Chinh, Phường Khương Thượng, Quận Đống Đa, Hà Nội"
3305,02/2021,3000000,30,"Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội"
3307,02/2021,2500000,25,"Đường Quốc Tử Giám, Phường Văn Chương, Quận Đống Đa, Hà Nội"
3308,02/2021,200000,18,"Đường Bà Triệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội"
3312,02/2021,1900000,28,"420 Vĩnh Hưng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội"
3314,02/2021,2500000,20,"Ngõ 175, Đường Lạc Long Quân, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
3317,02/2021,1400000,20,"10, Đường Châu Văn Liêm, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội"
3313,02/2021,1300000,110,"47, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội"
3311,02/2021,2800000,28,"Đường Văn La, Phường Phú La, Quận Hà Đông, Hà Nội"
3316,02/2021,1500000,100,"29, Đường La Tinh, Xã Đông La, Huyện Hoài Đức, Hà Nội"
3319,02/2021,1200000,20,"nhà ông Độ thôn Vĩnh Thanh, Xã Vĩnh Ngọc, Huyện Đông Anh, Hà Nội"
3310,02/2021,2500000,20,"80/1/12, Đường Nhân Hòa, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
3318,02/2021,1800000,30,"139/52., Đường Gia Quất, Phường Thượng Thanh, Quận Long Biên, Hà Nội"
3315,02/2021,3300000,26,"122 vũ trọng phụng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội"
3323,02/2021,3200000,30,"Đường Nguyễn Khang, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội"
3321,02/2021,6500000,35,"Đường Trần Thái Tông, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
3325,03/2021,2000000,14,"186 nguyễn đình hoàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
3328,12/2020,4700000,35,"Đường La Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội"
3320,02/2021,2200000,40,"số 5 ngách 48 ngõ 49, Thúy Lĩnh, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội"
3327,03/2021,1500000,110,"Đường Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội"
3324,02/2021,2500000,27,"Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội"
3322,02/2021,3300000,30,"Đường Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
3326,03/2021,5000000,35,"số nhà 12, ngõ 89, Đường Mễ Trì Thượng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
3329,01/2021,1000000,30,"số 103 ngõ 101, Đường Đại La, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội"
3336,02/2021,2500000,25,"229, Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội"
3332,02/2021,4500000,20,"215, Đường Trần Đại Nghĩa, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội"
3334,02/2021,3800000,18,"Đường Lò Sũ, Phường Lý Thái Tổ, Quận Hoàn Kiếm, Hà Nội"
3335,02/2021,2700000,20,"ngõ 9, yên phúc, Phường Văn Quán, Quận Hà Đông, Hà Nội"
3338,02/2021,2500000,18,"24, Đường Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội"
3337,02/2021,3000000,16,"Phố Nguyễn Văn Tuyết, Phường Trung Liệt, Quận Đống Đa, Hà Nội"
3330,02/2021,2500000,22,"136, Đường phương liệt, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội"
3339,02/2021,2500000,20,"Đường Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội"
3333,02/2021,1000000,12,"Ngách 83, ngõ Gốc Đề, Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội"
3346,02/2021,3750000,25,"39, Ngõ 495 nguyễn trãi, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội"
3344,02/2021,1600000,25,"44, Đường Thanh Am, Phường Thượng Thanh, Quận Long Biên, Hà Nội"
3341,02/2021,2500000,20,"24, Đường Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội"
3347,02/2021,3000000,17,"Số 3, Ngõ 392, Đường Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội"
3340,02/2021,4000000,35,"nhà 18, 241/21 Ngõ Chợ Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội"
3345,02/2021,2500000,20,"Đường Tân Triều, Xã Tân Triều, Huyện Thanh Trì, Hà Nội"
3349,02/2021,1750000,18,"Văn hương, Đường Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội"
3342,02/2021,2700000,42,"Đường Chính Kinh, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
