stt,thoigian,giaphong,dientich,vido,kinhdo,loai,drmd,kcdc,loaiwc,tiennghi,thuantien,giuongtu,banghe,nonglanh,dieuhoa,tulanh,maygiat,tivi,bep,gacxep,thangmay,bancong,chodexe,diachi,chitiet
256,12/2020,2000000,15.0,20.994222,105.856363,Nhatang,3.5,102.0,Khepkin,7,5,0,0,0,0,0,0,0,1,0,0,0,0,"số nhà 78 ngõ 252 minh khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội"," nhà chính chủ - an ninh đảm bảo, thuận tiện giao thông, sinh hoạt.nhà 15m vuông có: 2  ngủ, 1bếp, 1 nhà tắm với nhà vệ sinh riêng.địa chỉ: số nhà 78 ngõ 252 minh khai (cạnh may thăng long cũ)sđt liên hệ: anh sử- 090 2179 564 / chị huyền - 0902 179 563giá: 2 triệu - 3triệu đ/ tháng (có thương lượng)"
267,01/2021,1700000,17.0,21.040893,105.804392,Nhacap,3.0,100.21,Khepkin,3,6,0,0,0,0,0,0,0,0,0,0,0,0,"Ngõ 152 Đường Nguyễn Đình Hoàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội","mình có phòng cấp 4 khép kín địa chỉ ngõ 152 nguyễn đình hoàn, cầu giấy, hnkhi vực an ninh tốtđiện: 3,5knước: 25kgiá: 1t6-1t8bạn nào muốn xem  liên hệ cô thuỷsđt: 093 8321664"
261,01/2021,2400000,25.0,20.970983,105.787981,Nhatang,2.3,66.0,Khepkin,7,2,1,0,1,1,1,1,0,1,0,0,0,1,"sn 20 ngõ 17 Đường Yên Bình, Phường Phúc La, Quận Hà Đông, Hà Nội","có phòng ở cầu bươu- gần linh đàm,nguyễn trãi, nguyễn xiển, triều khúc, đại học thăng long, học viện an ninh...- điện nước giá dân chia đầu người nên rất rẻ, mỗi tháng khoảng 100k- giá 2.5tr/ tháng có đầy đủ điều hòa, nóng lạnh, máy giặt, tủ lạnh, bếp- giờ giấc tự do tmai. ko chung chủ- để xe tầng 1 rộng rãi. free- an ninh đảm bảo, có camera quan sát- yên tĩnh,  sạch đẹp, có cửa sổ to thoáng mátliên hệ trực tiếp chủ nhà xem nhà ko mất phí gì cả"
269,01/2021,1600000,20.0,21.035889,105.73882,Nhatang,3.0,50.0,Khepkin,4,4,1,0,0,0,0,0,0,1,0,0,0,1,"số 25 ngõ 155 Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội","  tại phương canh , nam từ liêm- địa chỉ: số 25 ngõ 155 phương canh , nam từ liêm-  : đi bộ ra chợ 20m , cách sân vận động mỹ đình 1.5 km , dhcn 2.5km , thương mại 3.5km-  ở tầng 3 nên rất thoáng mát sạch sẽ- có chô để xe tầng 1- vệ sinh toà nhà 2 lần/tuần- an ninh đảm bảo, camera 24/24,trong  đã trang bị nóng lanh , kệ bếp .......điện tích : 25m2 ( có gác xếp bê tông rộng 9m2)- giá thuê : 1tr7/ tháng- cọc 1 tháng tiền trọ, tháng nào thanh toán tiền tháng đấy vào đầu thánglh: 0984 039 115"
269,01/2021,2000000,20.0,21.035889,105.73882,Ccmn,3.0,50.0,Khepkin,8,5,1,0,0,0,0,0,0,1,0,0,0,1,"số 25 ngõ 155 Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội","  tại phương canh , nam từ liêm- địa chỉ: số 25 ngõ 155 phương canh , nam từ liêm-  : đi bộ ra chợ 20m , cách sân vận động mỹ đình 1.5 km , dhcn 2.5km , thương mại 3.5km-  ở tầng 3 nên rất thoáng mát sạch sẽ- có chô để xe tầng 1- vệ sinh toà nhà 2 lần/tuần- an ninh đảm bảo, camera 24/24,trong  đã trang bị nóng lanh , kệ bếp .......điện tích : 25m2 ( có gác xếp bê tông rộng 9m2)- giá thuê : 1tr7/ tháng- cọc 1 tháng tiền trọ, tháng nào thanh toán tiền tháng đấy vào đầu thánglh: 0984 039 115"
269,01/2021,1400000,20.0,21.035889,105.73882,Nhacap,3.0,50.0,Khepkin,2,3,1,0,0,0,0,0,0,1,0,0,0,1,"số 25 ngõ 155 Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội","  tại phương canh , nam từ liêm- địa chỉ: số 25 ngõ 155 phương canh , nam từ liêm-  : đi bộ ra chợ 20m , cách sân vận động mỹ đình 1.5 km , dhcn 2.5km , thương mại 3.5km-  ở tầng 3 nên rất thoáng mát sạch sẽ- có chô để xe tầng 1- vệ sinh toà nhà 2 lần/tuần- an ninh đảm bảo, camera 24/24,trong  đã trang bị nóng lanh , kệ bếp .......điện tích : 25m2 ( có gác xếp bê tông rộng 9m2)- giá thuê : 1tr7/ tháng- cọc 1 tháng tiền trọ, tháng nào thanh toán tiền tháng đấy vào đầu thánglh: 0984 039 115"
262,01/2021,3000000,18.0,21.009737,105.809574,Ccmn,2.5,33.0,Khepkin,8,3,1,1,1,1,0,0,0,0,0,0,1,1,"Số 66 ngõ 125 Nguyễn Ngọc Vũ, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội","️️ Ccmn,  tại ngõ 125 nguyễn ngọc vũ-địa chỉ: số 66 ngõ 125 nguyễn ngọc vũ : gần các trường đại học lao động xã hội, đh luật,....  từ 20m2  đủ đồ, không chung chủ an ninh tốt, có camera quan sát-nội thất: giường, tủ, nóng lạnh, điều hòa...- giờ giấc tự do 24/24***có  ở được ngay-lh chính chủ : 0976048792"
265,01/2021,1900000,25.0,21.08247,105.769869,Nhatang,5.0,2.0,Khepkin,8,4,1,0,1,1,0,0,0,1,0,0,0,1,"95 Đường Tân Phong, Xã Thụy Phương, Quận Nam Từ Liêm, Hà Nội","chính chủ tại 95 tân phong, thụy phương, bắc từ liêm, hà nội.  25m2,  khép kín, nội thất đủ, nóng lạnh, điều hòa, khu bếp, giường, internet, chỗ để xe miễn phí, camera an ninh...  mặt đường chính, thuận tiện đi lại, gần trường đh tài chính, trường đh y tế công cộng, chợ, trạm y tế, an ninh tốt, khu dân trí cao.liên hệ chủ nhà: 096.414.2523"
266,01/2021,2500000,17.0,20.986813,105.839569,Nhatang,4.2,10.0,Khepkin,1,2,1,0,1,0,0,1,0,0,0,0,0,1,"31 Đường Nguyễn Văn Trỗi, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội"," nhà mới sửa còn  , có thể chuyển vào ở ngay đầu tháng 1.2021các tiện ích :gần bách - kinh - xây - đại học ygần lê trọng tấn, định công, trường chinh, giải phóng, ngã tư sở...gần các tttm lớn như royal city, time city, mipec, vincom atermis, vincom phạm ngọc thạchgần trường mầm non, tiểu học, bệnh viện ưu tiên người đã đi làmgiờ giấc thoải máichìa khoá riêng đi đóng về mở (về muộn sau 10:30 yêu cầu tắt máy dắt xe, nói chuyện khẽ tránh ảnh hưởng đến người khác) địa chỉ : sn 31, ngách 12/36 nguyễn văn trỗi, phương liệt ,thanh xuân  ~17m2 (bao gồm vệ sinh khép kín)  có giường tủ, nóng lạnh. nấu ăn + để xe dưới tầng 1. sân phơi tầng 5. giá  : 2.4tr - 2.9tr/1 tháng️điện : 4k/1 số️ nước : 50k/1 người/1 tháng️máy giặt + điện hành lang + internet : 100k/1 /1 tháng thanh toán :cọc 1 thángthanh toán 1 tháng / 1 lần hợp đồng tối thiểu 6 tháng yêu cầu :giữ gìn đồ đạc trong giữ gìn vệ sinh chungđi nhẹ nói khẽ nếu về muộn️ liên hệ chính chủ : (phương)( miễn chung gian , quảng cáo)"
263,01/2021,3000000,17.0,21.003811,105.833089,Nhatang,2.5,66.3,Khepkin,6,1,1,0,1,1,1,0,0,0,0,0,0,0,"21, ngõ 41 Đường Đông Tác, Phường Kim Liên, Quận Đống Đa, Hà Nội","  khép kín với  17m2.  đầy đủ tiện nghi với quạt, giường chiếu, tủ đựng quần áo, điều hoà, bình nóng lạnh, tủ lạnh, nhà vệ sinh riêng biệt,..."
264,01/2021,4000000,30.0,21.022296,105.80429,Ccmn,3.5,129.26,Khepkin,8,6,1,0,0,1,0,0,0,1,0,1,0,1,"157/23 Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội","chính chủ  Ccmn ngách 157/23 pháo đài láng_đống đa.: 30 m , nhà mới xây 100%nội thất: full giường, tủ, điều hòa, kệ bếp, sofa, thiết bị vệ sinh cao cấp.điện 3,5k / số, nước 30k / m3, thang máy 50k / người, vệ sinh: 100k/ ,wifi: 100k/ tầng 1 rộng để xe miễn phí, khóa vân tay, camera 24/24giá từ 4tr/1 , sạch sẽ, an ninh tuyệt đối,  có cửa sổ rất thoáng , có chỗ phơi đồ riêng."
260,01/2021,1800000,33.0,20.967891,105.764238,Nhacap,5.5,2.0,Khepkin,1,2,0,0,0,0,0,0,0,0,1,0,0,1,"124 Đường Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội","vệ sinh khép kín, có sân rộng thoáng mát, chỗ để xe đi lại thoải mái.an ninh khu nhà ở cực kỳ tốt, có cổng nên rất an toàn. nhà  có thêm một gác xép, thuận tiện cho việc để đồ đạc hoặc nằm ngủ.địa chỉ: số nhà 124 phan đình giót - la khê - hà đông - hà nội.liên hệ: 0356752215 (chị vân).- ưu tiên hộ gia đình ở lâu dài.-  nhà ở: 33 m2.---------------------------------------------điện thoại liên hệ: 0356752215."
268,01/2021,4000000,38.0,21.067246,105.809547,Nhatang,5.0,60.0,Khepkin,8,5,1,0,1,1,1,1,0,1,0,0,1,1,"603 Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội"," có ban công riêng.  rất thoáng , có thể nấu ăn trong tiện nghi: không chung chủ,wc khép kín, free chỗ để xe thoải mái, có bếp nấu ăn, có máy giặt, tủ lạnh, nóng lạnh, điều hòa,có ban công riêng ... nhà view siêu thoáng, giờ giấc tự do, dọn vệ sinh hàng tháng.giá hợp lý: điện 3,5k/số, nước 50k/người/tháng, net 50k/tháng.gần hồ tây 50m, gần đh nội vụ, khu ngoại giao đoàn, khu xuân la, xuân đỉnh.."
273,01/2021,2700000,19.0,21.037068,105.778701,Nhatang,2.8,10.0,Khepkin,10,4,1,0,0,0,1,0,0,1,0,0,0,0,"ngõ 26 Đường Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội","  ở ghép - homestay ở ngõ 26, đầu đường hồ tùng mậu, đi bộ đến các trường đại học thương mại, quốc gia, ngoại ngữ, sư phạm,...;  kg thể suất sắc hơn. nhà mới, không gian rộng sạch thoáng -  nào cũng có cửa sổ, ở văn minh, an ninh cực tốt- camera24/7.có  4 người/ph và  5 người khép kín cho nam và nữ; đã trang bị đủ tiện nghi (giường ga gối đệm, đh, mg, tủ lạnh, bếp từ, quạt ...) chỉ cần xách vali đến ở.giá1,5tr/ng/th bao mọi chi phí (điện, nước internet, v.sinh, ...)lh: 0975.871.648 - ms dung hà; 0386779267 - tuấn vũ(miễn qc, báo mạng)"
272,01/2021,3200000,25.0,21.001375,105.824127,Nhatang,3.2,58.4,Khepkin,7,6,1,0,1,1,1,0,0,0,0,0,0,0,"4 Cù Chính Lan, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","chính chủ   ngã tư sở,  đầy đủ tiện nghi: điều hòa, tủ lạnh, ti vi, nóng lạnh, ...giá đã bao gồm full điện nước dịch vụ. thuận lợi, gần nhiều truờng đại học, giờ giấc tự do, an ninh tốt, dân trí cao.có nguời dọn vệ sinh hàng tuần."
270,01/2021,3000000,25.0,20.972056,105.834419,Nhatang,2.2,82.0,Khepkin,6,3,1,1,1,1,0,0,0,0,0,1,0,1,"sn 29b 142 ngõ Đường Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội","đại từ - hoàng mai - hà nội[góc   ]phố đại từ - hoàng mai - hà nộisố lượng :4 địa chỉ : ngõ 142 sn 29b phố đại từđiện + nước : 4k/ số + 100k / ngườigiá  :3.000.000 cọc 1 tháng - đóng 1 tháng 1vật dụng trong nhà : đã có bình nóng lạnh , điều hoà, giường, tủ quần áo , bàn ghế , thảm dien tich : 20m- 30m2-  vệ sinh riêng- sân phơi quần áo- thang máy,- wifi cáp quang free- camera giám sát 24/24- có chỗ để xe free- không chung chủ, giờ giấc tự do- gần chợ, bến xe bus, giao thông thuận tiện- nhà trong ngõ yên tĩnh, khu dân trí cao, sạch sẽ, thoang máthàng xóm : không chỗ nào tốt và thân thiện hơnyêu cầu : sạch sẽ , tính hoà đồng , ở lâu dàilhe: 0814409098đến xem  vui lòng gọi điên trước khi đến !"
1767,07/2018,2500000,25.0,20.989549,105.839489,Nhatang,4.0,148.49,Khepkin,5,7,0,0,1,0,0,0,0,1,0,0,1,0,"68 ngõ 1 Phố Phan Đình Giót, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội","căn hộ khép kín, có ban công, bếp, có bình nóng lạnh, mạng internet cap quang. tiền điện nước theo giá dân.chủ hộ: nguyễn duy lâm. sdt: 0913501830"
1992,12/2017,1500000,15.0,20.993229,105.838977,Nhatang,4.38,41.23,Khepkin,6,7,0,0,1,0,0,0,0,0,0,0,0,0,"5a/12/131/18 Đường Phan Đình Giót, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội"," sử dụng riêng biệt 15m2 chung tầng 1, tầng thượng.có bình nóng lạnh, wifi.tiền điện tính theo hóa đơn nhà nước.khu vực gần trường đại học kinh tế quốc dân, bệnh viện bạch mai."
2832,06/2016,1400000,18.0,20.991759,105.839342,Nhacap,2.28,40.76,Khepkin,6,7,0,0,0,0,0,0,0,1,0,0,0,1,"Ngõ 40 Phan Đình Giót, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội"," nhà ở - chính chủ rộng 18 m2, thoáng đãng, mùa hè mát mẻ, mùa đông ấm, toilet và nhà bếp riêng, sân phơi quần áo tầng thượngnhà ở xây 4 tầng, gần trường kinh tế quốc dân, bách khoa, xây dựng, đại học y, học viện ngân hàng.tiện bến xe buýt, gần chợ có chỗ để xe máy. khu dân cư an ninh"
2961,04/2016,2000000,25.0,20.989774,105.838381,Nhatang,3.4,72.95,Khepkin,6,6,1,0,0,0,0,0,0,1,0,0,0,0,"Ngõ 31 phố Phan Đình Giót, Thanh Xuân ","số 16 ngõ 31/1/18 phố phan đình giót, thanh xuânưu tiên hộ gia đình đủ đồ liên hệ chị thảo 0919201176 miễn trung gian,thuận tiện đi lại an ninh tốt cáp nét chậu rửa tủ bếp...điện nước giá nhà nước"
705,08/2020,1800000,33.0,20.96803281,105.7643197,Nhacap,3.62,503.75,Khepkin,8,4,0,0,0,0,0,0,0,0,1,0,0,1,"124 Đường Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội","vệ sinh khép kín, có sân rộng thoáng mát, chỗ để xe đi lại thoải máian ninh khu nhà ở cực kỳ tốt, có cổng nên rất an toàn. nhà  có thêm một gác xép, thuận tiện cho việc để đồ đạc hoặc nằm ngủ.địa chỉ: số nhà 124 phan đình giót - la khê - hà đông - hà nộiliên hệ: 0356752215 ( chị vân )- ưu tiên hộ gia đình ở lâu dài-  nhà ở: 33 m2"
740,05/2020,4000000,30.0,20.991764, 105.839632,Nhatang,2.5,52.03,Khepkin,8,4,1,0,1,1,0,0,0,0,1,0,1,1,"23 ngõ 12 Đường Phan Đình Giót, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội","hiện tại mình có phòng 60m2 tầng 2 có công trình phụ ở giữa. nhà mặt bờ sông ngõ 12 phan đình giót có vỉa hè 2 ô tô tránhphù hợp với sinh viên/ người đi làm / văn  kinh doanh online/ làm kho kinh doanh. cách bách khoa, kinh tế quốc dân, bạch mai 2km.điện nước/ internet theo giá nhà nươc. có điều hòa, nóng lạnh đầy đủ"
740,05/2020,1200000,14.0,20.991631, 105.839302,Nhacap,2.5,44.45,KKK,8,4,1,0,0,0,0,0,0,0,0,0,0,1,"56 ngõ 12 Đường Phan Đình Giót, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội","tại số 52 ngõ 12 có 1 phòng 60m2 tầng 2 có công trình phụ ở giữa. nhà mặt bờ sông ngõ 12 phan đình giót có vỉa hè 2 ô tô tránhphù hợp với sinh viên/ người đi làm / văn  kinh doanh online/ làm kho kinh doanh. cách bách khoa, kinh tế quốc dân, bạch mai 2km.điện nước/ internet theo giá nhà nươc. có điều hòa, nóng lạnh đầy đủ"
740,05/2020,3800000,28.0,20.991439, 105.838744,Nhatang,2.3,250.72,Khepkin,3,2,1,0,0,1,0,0,0,0,0,0,0,0,"48 ngõ 12 Đường Phan Đình Giót, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội","tại số 48 có 260m2 tầng 2 có công trình phụ ở giữa. nhà mặt bờ sông ngõ 12 phan đình giót có vỉa hè 2 ô tô tránhphù hợp với sinh viên/ người đi làm / văn  kinh doanh online/ làm kho kinh doanh. cách bách khoa, kinh tế quốc dân, bạch mai 2km.điện nước/ internet theo giá nhà nươc. có điều hòa, nóng lạnh đầy đủ"
857,06/2020,3200000,30.0,20.992354,105.838949,Nhatang,2.28,88.58,Khepkin,5,6,0,0,0,0,0,0,0,0,0,0,0,1,"Đường Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội","tầng 1 nấu ăn +để xe, tầng 2,3 ngủ, tầng 4  thờ và sân phơi, có wc tầng 1,3nội thất đầy đủnhà gần chợ bông đỏ, bể bơi la khê,  gym, bến buýt,aeon,điện nước giá dânđóng tiền nhà 2 tháng cọc 1 thánggiá thuê: 6.5tr/thánglh: 0563754755"
1279,08/2019,4900000,51.0,20.989741,105.83803,Nhatang,2.5,72.95,Khepkin,8,9,1,1,1,0,1,0,0,0,0,0,0,0,"số 8 ngõ 31/1/2 Đường Phan Đình Giót, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội","chính chủ tại căn nhà địa chỉ: nhà số 8 ngõ 31/1/2 phố phan đình giót - phương liêt - tx hà nội.hiện nay có 3  :1  23m2 (có thể ở 3 người thoải mái) giá 2100000vnd1  28 m2 ( có thể ở 4 người thoải mái) giá 2800000 vnđtất cả các  đều thoáng mát có đầy đủ giường, tủ, bàn ghế, quạt, đèn. có tủ lạnh chung và bình nóng lạnh chung.nhà vệ sinh và khu nấu ăn bên ngoài  ở.điện, nước tính theo công tơnhà ở khu dân trí cao, an ninh tốt, yên tĩnh. thuận lợi giao thông, gần trường học viện quản lý giáo dục, đại học kinh tế quốc dân, trường đại học xây dựng, bách khoa, đại học y hà nội, bệnh viện bạch mai.liên hệ sdt 0989323816 cô thảo"
1258,10/2019,2000000,30.0,21.041332,105.788354,Nhacap,4.11,30.15,KKK,7,9,1,0,1,1,0,0,0,0,0,0,0,0,"31/2/2 Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội","- dream house số 14: 103 nguyễn khang, cầu giấy( ngay gần đường láng).1,7tr.- dream house số 6 vũ ngọc phan, cầu giấy.1,5tr.- dream house số 10: 94 giải phóng nằm ngay ngã tư phố vọng.1,4tr.-dream house số 15: 31 trần quốc hoàn, cầu giấy. 1,7 tr.- đầy đủ điều kiện tiện nghi: điều hòa nóng lạnh, điện nước giá dân.- thời gian tự chủ.- rất yên tâm về những người sống chung vì đã có sự chọn lọc những người sống cùng rất thân thiện, tích cực.-dreamhouse, với tiêu chí :-tạo môi trường, rèn thói quen cho các bạn qua các khóa kỹ năng mềm.- chắp cánh ước mơ là nơi liên kết với các công ty đang tuyển dụng.các hoạt động nâng cao giá trị trải nghiệm, clb tiếng anh, clb knm, khóa tu, thiện nguyện...yêu cầu khi vào ngôi nhà:có ý thức giữ vệ sinh chung, chấp hành nội quy nhà. tuổi 18-28.hotline: 033 7396 005 để vào ở nhé.- các bạn muốn thuê  ở  nào thì ib  gửi ảnh chi tiết  nhé. 100% ảnh chụp. nên các bạn yên tâm"
1253,10/2019,2200000,18.0,21.040976,105.789163,Nhatang,2.86,70.27,Khepkin,4,8,1,0,1,1,0,0,0,0,0,0,0,1,"15/10/1 Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội","một  tầng 2, nhà vệ sinh  tắm bình nóng lạnh. tầng 1 nhà để xe chung, tầng 5 sân phơi chung, nhà có thiết bị camera an ninh, wifi. khu vực của nhà phân lô yên tĩnh ô tô đỗ cửa, dân trí cao, và gần nhiều trường đại học, cơ quan, chợ và siêu thị."
1253,10/2019,2000000,18.0,21.040383, 105.788550,Nhatang,2.9,150.55,Khepkin,6,8,0,0,0,0,0,0,0,0,0,0,1,1,"9/30 Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"," một có phòng cho thuê tại tầng 2, nhà vệ sinh  tắm bình nóng lạnh. tầng 1 nhà để xe chung, tầng 5 sân phơi chung, nhà có thiết bị camera an ninh, wifi. khu vực của nhà phân lô yên tĩnh ô tô đỗ cửa, dân trí cao, và gần nhiều trường đại học, cơ quan, chợ và siêu thị."
2426,10/2016,2500000,23.0,21.044816,105.786283,Ccmn,2.51,16.23,Khepkin,7,9,1,0,1,0,0,0,1,0,0,0,0,1,"Phạm Tuấn Tài, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội","chung cư mini, nhà mặt phố địa chỉ số 41/3, đường phạm tuấn tài, dịch vọng hậu, cầu giấy, hà nội, gần: đại học quốc gia hà nội, học viện chính trị quốc gia hcm, bộ công an.- nhà chung cư mini 41/3,  nằm trung tâm đường hoàng quốc việt, trần quốc hoàn, phạm văn đồng, nguyễn phong sắc, xuân thủy, cầu giấy, trần thái tông; phạm hùng… gần công viên, chợ xanh, siêu thị, bệnh viện, trườn ghọc, nhà trẻ.- trước cửa nhà, đường và sân chơi công cộng rộng rãi,có đèn chiếu sáng an toàn khi tối về muộn, đỗ được nhiều ô tô trước cửa nhà; điện, nước, wifi, cáptivi ổn định, môi trường xung quanh sạch sẽ.-  ở độc lập, rộng từ 23m đến 25m có vệ sinh hiện đại tiện nghi, có bình nước nóng lạnh, quạt hút khí thải; mỗi  đều có cửa sổ lấy ánh sáng mặt trời, gió tự nhiên nên rất thông thoáng và tiết kiệm được điện; có chỗ để xe máy, giặt giũ, phơi phóng quần áo cho các .-  cho ở nhiều nhất 2 người, ở trên 6 tháng trở lên; về  trước 23 giờ; - tiền  2.5triệu đồng/tháng, điện 3700đ/số, nước 80 000đ/tháng.liên hệ đt: 0903419911"
1204,01/2020,3100000,25.0,21.043655, 105.784952,Ccmn,3.5,150.12,Khepkin,5,6,1,1,1,1,1,1,0,1,0,0,0,1,"Số 41, ngõ 3 Phố Phạm Tuấn Tài, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội","tưng bừng chào đón năm mới canh tý 2020 cùng smart homestayưu đãi cực khủng : tặng ngay ????200k cho các bạn đăng ký trở thành cư dân của smart homestay ngay từ bây giờchỉ từ 1300k/người/tháng. các bạn sẽ được trải nghiệm những dịch vụ tiện ích tuyệt vời tại smart homestay———————————————bạn muốn tìm  ở  trung tâm, nằm ở gần đường lớn, gần trường đại học hoặc cơ quan?bạn đau đầu với việc mua sắm các vật dụng cần thiết khi ở trọ và mệt mỏi mỗi khi chuyển nhà vô cùng lỉnh kỉnh?bạn đang phải khó chịu với việc hàng tháng phát sinh quá nhiều chi phí điện, nước, internet và các chi phí phát sinh khác?bạn thường xuyên có việc đi sớm về khuya mà chỗ trọ cũ lại giới hạn giờ giấc đi lại?bạn lo lắng vì an ninh ở  cũ?hãy đến với smart homestay của chúng tôifull tiện ích: các bạn chỉ việc mang quần áo đến ở, vì smart homestay đã chuẩn bị tất cả:đầy đủ máy giặt, dàn phơi, chỗ để xe thoải mái.mỗi  đầy đủ tủ lạnh, nóng lạnh, điều hoàđầy đủ chăn, ga, gối đệm, bàn làm việc, bàn học, tủ cá nhân riêng biệtđầy đủ bếp từ, xoong, nồi, bát đĩa, máy hút mùi, kệ bếp, tủ gỗ,...free điện, nước, wi-fi, phí vệ sinh.vệ sinh từng  khép kín, giờ giấc thoải mái.cửa khoá vân tay nhiều lớp, camera an ninh 24/24 đảm bảo an toàn tuyệt đối.đặc biệt có người dọn vệ sinh trong , hành lang, khu vực chung hàng ngày.—————————————các bạn đâu rồi ạ? còn ngần ngại gì mà không ghé thăm smart homestay ngay thôi nào!!!địa chỉ : số nhà 41, ngõ 3 đường phạm tuấn tài, p. dịch vọng hậu, q. cầu giấy, tp hà nội.️ hot line :0869.17.17.170879.35.35.350366.88.43.64các bạn đến xem và ký hợp đồng trực tiếp với smart homestay, sẽ không phải chi trả bất cứ chi phí môi giới nào"
1747,09/2018,4000000,30.0,21.044019,105.786059,Nhatang,3.73,9.6,Khepkin,12,12,1,0,1,1,0,0,0,0,0,0,1,1,"Số 8, ngõ 12, Phạm Tuấn Tài, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội","view đẹp, sạch sẽ, thoáng mát lắp đặt nội thất theo yêu cầu, không tăng tiền nhà, không thu thêm phí. điện, nước, wifi đầy đủ, camera giám sát 24/24.khu vực yên tĩnh, an ninh tốt, có bảo vệ đảm bảo an toàn tuyệt đối.☎️--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- ngõ rộng ôtô vào tận cửa. ♥️♥️♥️ gần chợ, tạp hóa, khu mua sắm, cafe, quán ăn, cách circlek 100m, gần điểm bus thuận tiện cho việc đi lại... gần các trục đường lớn: hoàng quốc việt, phạm văn đồng,trần thái tông, trần cung, hồ tùng mậu, doãn kế thiện.. gần các trường cao đẳng du lịch, đh điện lực, học viện kỹ thuật quân sự, đại học quốc gia, đại học thương mại. ---- -- ---- ------- ------ ------- ------..-- ---- ----- ------ ------- -------- ---------- ---------- ----------- ------------ -------------- -----------------------❌  30m2 - giá 4tr2 ❌địa chỉ: số nhà 8, ngõ 12 phạm tuấn tài. lh cc: 0984709138 - 0965725415."
335,12/2020,2200000,15.0,21.009876,105.781261,Nhatang,3.19,173.55,Khepkin,6,6,1,0,1,0,0,1,0,0,0,0,0,0,"32/49 Đường Đỗ Đức Dục, Quận Nam Từ Liêm, Hà Nội","  tầng 2, nhà 4 tầng mới xây tại ngõ 32/49 đỗ đức dục, nam từ liêm hà nội. không ở cùng chủ nhà. khu dân cư sầm uất đối diện khách sạn marriot. gần chợ, trường học.  có cửa sổ lớn, đồ cơ bản, điện nước giá dân, có wifi, camera an ninh, nóng lạnh, máy giặt, có dọn vệ sinh hàng tuần..."
336,12/2020,2200000,15.0,21.009876,105.781261,Nhatang,3.59,280.55,Khepkin,8,8,0,0,1,0,0,1,0,0,0,0,0,0,"Ngõ 32/49 Đường Đỗ Đức Dục, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội","  ở tại ngõ 32/49 đỗ đức dục, nam từ liêm hà nội. nhà đẹp, mới xây, thông thoáng, ngõ rộng, khu dân cư yên tĩnh, an ninh tốt. không ở chung với chủ nhà.  có cửa sổ, đồ cơ bản, có wifi, camera an ninh, nóng lạnh, máy giặt, điện nước riêng"
