stt,thoigian,giaphong,dientich,vido,kinhdo,loai,drmd,kcdc,loaiwc,tiennghi,thuantien,giuongtu,banghe,nonglanh,dieuhoa,tulanh,maygiat,tivi,bep,gacxep,thangmay,bancong,chodexe,diachi,chitiet
3344,08/2019,3000000,30.0,21.034994,105.790245,Ccmn,2.93,129.54,Khepkin,4,7,1,0,1,1,0,1,0,1,1,1,1,0,"số 32 Ngõ 337 Cầu Giấy, Hà Nội","chính chủ  chung cư mini ngõ 337 cầu giấy, cạnh siêu thị topcare, gần trần thái tông, nguyễn phong sắc. tòa nhà 400m2 x 7 tầng gồm 55 , trong  có  khoảng 30 - 40m2,  rộng, vuông vắn, điều có của sổ thoáng mát, vệ sinh khép kín, có gác xép rộng và cao, một số căn hộ ngoài gác xép còn có một  riêng biệt tạo ra 03 không gian ngủ riêng biệt cho vợ chồng, hoặc ông bà nội, giúp việc, anh chị em ở cùng, khu bếp riêng kép kín biệt lập với , có chậu rửa, khu phơi riêng giúp khi đun nấu thức ăn không xông vào  và quần áo.- nội thất và tiện nghi: có nóng lạnh tạo sự ấm áp mùa đông, thang máy tốc độ cao tiết kiệm công sức thời gian đi lại, hàng lang ban công cực thoáng, tràn ngập cây xanh tạo không gian sống xanh lý tưởng. mọi thứ điều sẵn sàng cho việc lắp đặt tiện nghi của bạn như đầu chờ điều hòa, máy giặt, cáp.. internet sử dụng gói cáp quang, đường truyền mạnh giúp bạn sử dụng internet hiệu quả.- an ninh tuyệt đối: có camera theo dõi 24/24, đặt ở  thuận lợi quan sát, không chung chủ nhà. bảo vệ 2 ca trực 24h đi về thoải mái. - phù hợp: hộ gia đình trẻ, người đi làm và sv và tất cả những người sống văn minh lịch sự, mong muốn có môi trường sống xanh sạch đẹp.- giá thuê: 2,5tr - 3,8tr/ tháng. giá điện: 3.500đ/ số, nước: 23.000/ khối, net: 80.000đ/ . cam kết không gian sống xanh – sạch – đẹp. + xanh: có hệ thống cây xanh trong nhà nhả oxi đuổi muỗi tạo không khí trong lành và thư thái. + sạch: đội ngũ vệ sinh chuyên nghiệp, vệ sinh hàng ngày tạo không gian chung luôn sạch bóng. + đẹp: nhà mới đẹp, nội thất đẹp, không gian đẹp, con người sống đẹp!!!lh chính chủ  : 0904559183."
3226,03/2016,2000000,20.0,21.035652,105.796113,Nhatang,3.54,120.18,Khepkin,2,8,0,0,0,0,0,0,0,0,0,0,0,0,Ngõ 260 đường Cầu Giấy - Cầu Giấy - Hà Nội,"có 4  ,  20m, nhà 3 tầng, mỗi tầng 1 wc, nhà riêng không chung chủ. giá 2 triệu/, điện nước tính theo giá nhà nước"
2896,05/2016,2600000,22.0,21.030634,105.800383,Nhatang,2.94,11.92,Khepkin,9,9,1,0,1,1,0,0,0,1,1,1,0,1,2 Ngõ 79 Cầu Giấy,"còn duy 1  tầng 1 có gác xép mùa hè mát mẻ mùa đông ấm áp:- vừa được cải tạo lại như mới;- khép kín,  khoảng 22m2 nằm trong tòa nhà 7 tầng nhiều không gian xanh, bảo trì bảo dưỡng định kỳ thường xuyên;- nội thất (có trang bị điều hòa, bình nóng lạnh, bệ bếp, 1 số  sàn ốp gỗ, lavabo rửa bát, …);- có thang máy tốc độ cao;- có bảo vệ 24/24- an ninh tuyệt đối an toàn;- gần trạm trung chuyển, gần chợ, gần trường đại học cao đẳng nên thuận tiện trong đi lại, sinh hoạt, chủ nhà thân thiện dễ tính.giá 2tr6. lì xì đầu năm ngay 10% tháng đầu tiên. liên hệ: anh đức để xem và đặt ."
2804,06/2016,2000000,18.0,21.027924,105.795719,Nhatang,4.01,270.83,Khepkin,2,6,0,0,0,0,0,0,0,1,0,1,0,0,"số 93 ngõ 381 nguyễn khang, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội","mua quyền ưu tiên cho tin  số 93 ngõ 381 nguyễn khang cầu giấy,   16-18m2 mới tinh, có bếp nấu riêng, có thang máy, nhà cách công viêndịch vọng50m, cách trường giao thông vận tải 500m. điện nước giá rẻ. giá thuê từ 2,3tr-2,5trlh chủ nhà a tâm: 0937.023.886"
2749,07/2016,1900000,20.0,21.029909,105.799331,Nhatang,2.94,150.8,KKK,4,6,0,0,0,0,0,0,0,0,0,0,0,1,"68 Ngõ 79 Quận Cầu Giấy, Hà Nội"," 68 ngõ 79 cầu giấy, gần bx bus, đh giao thông, sư phạm, gần chợ, công viên. tiện sinh hoạt tầng 2, có 2 phòng ở riêng biệt trong nhà riêng 4 tầng. có cửa sổ thoáng mát, wc riêng biệt, có chỗ phơi đồ và nấu ăn rất tiện lợi.chỗ để xe rộng rãi thoải mái, miễn phí, an ninh tốt, thành viên trong nhà đều là dân văn phòng lịch sự, vui vẻ. giá thuê là 1tr9 và 2tr3- điện nước sinh hoạt giá hđ hộ gia đinh- giờ giấc thoải mái, ra vào cầm chìa khóa- địa chỉ : ngách 40 ngõ 79 cầu giấy (hoặc đi từ ngõ 445 nguyễn khang đi vào)- liên hệ : c thủy 0977287833 or 01679607777 (miễn trung gian )."
2500,05/2016,3800000,40.0,21.034295985,105.79182,Nhatang,2.93,150.8,Khepkin,6,7,1,0,1,1,0,0,0,0,0,1,0,1,79 Ngõ 337 Cầu Giấy,"chính chủ  nên khách được xem  miễn phí 100%chính chủ   đẹp khép kín,đủ đồ, ôtô đỗ cửa ở số 79, ngõ 337 đường cầu giấy, cầu giấy :➡ cách đường cầu giấy 150m➡ cách công viên cầu giấy 200m➡ cách phố dịch vọng 50mtiện ích:- ôto đỗ cửa nên thuận tiện cho di chuyển mọi nơi.- trước của nhà là chợ nên thuận tiện cho việc chăm sóc gia đình.- tầng 1 để xe rộng rãi, có hệ thống camera quan sát quản lý.- đầy đủ giường, điều hòa,nóng lạnh cảm thấy như nhà của .-  rộng và luôn thoáng mát mùa hè.- giờ giấc tự do, không ở cùng chủ giúp ta thoải mái hơn.- vệ sinh cầu thang hàng tuần giúp cho môi trường xanh sạch hơn.- thang máy giúp mọi người di chuyển thuận tiện hơn.giá thuê: đủ đồ khép kín,  sử dụng 35m2 giá chỉ có 3,5 triệu/ tháng.hãy liên hệ ngay để giữ !☎ chính chủ anh tuấn: 01656785857!"
2444,11/2016,1500000,18.0,21.036075,105.79661,Nhatang,2.54,92.23,KKK,2,6,0,0,0,0,0,0,0,0,0,0,1,0,"1/260/28 Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","1 phòng tầng 1  không sử dụng có nhu cầu . 18m2 vệ sinh khép kín, có 2 cửa sổ và ban công. có nơi nấu ăn giặt giũ riêng biệt. điện nước giá cả phải chăng, internet tốc độ cao, cáp truyền hình đầy đủ. giờ giấc đi lại thoải mái, ngõ gần chợ cóc họp buổi sáng tiện sinh hoạt.dân trí cao an ninh trật tự tốt. gần bến xe bus, các trường quốc gia, sư phạm, báo chí, đh thủ đô...giá thuê: 1.500.000/tháng (01 người ở)       1.600.000/tháng (02 người trở lên, tối đa được ở 3 người)lưu ý: chỉ cho nữ thuê, ưu tiên người đi làm và thuê lau dàilh: 0981.59.17.12"
2254,04/2017,6000000,50.0,21.033107,105.79568,Ccmn,3.55,124.93,Khepkin,11,7,1,1,1,1,0,1,0,1,0,1,1,1,"255 Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"," căn hộ chung cư mini cao cấp cầu giấy giá 6 triệutòa nhà 6 tầng với  200m2/sàn tại số nhà 63 ngõ 201 phố cầu giấy - p.dịch vọng – q.cầu giấy – hà nội, mới hoàn thiện vào ở luôn được.- nhà ngay phố cầu giấy, đường vào rộng, rất thuận tiện cho việc đi lại, sinh hoạt, vui chơi, giải trí.- các căn hộ được thiết kế rất hợp lý, đúng tiêu chuẩn chung cư thực sự:+ căn hộ loại i bao gồm tiện nghi 1 điều hòa daikin inventer 12.000 btu, bình nóng lạnh ariston 30l, bàn bếp có bồn rửa + tủ bếp hiện đại, có ban công đón nắng trực tiếp vào nhà, giường + tủ gỗ xịn rộng rãi, quạt trần, thiết bị vệ sinh toto cao cấp.+ căn hộ loại ii bao gồm tiện nghi 2 điều hòa daikin inventer 12.000 btu cho  ngủ và  khách rộng rãi (có thể kê giường ngủ) và sô fa, bình nóng lạnh ariston 30l +  bếp bao gồm bàn bếp tủ bếp hiện đại + tủ gỗ xịn rộng rãi, quạt trần, thiết bị vệ sinh toto cao cấp.đặc biệt: tầng thượng là mô hình co-working space – là môi trường làm việc dạng mở theo phong nước ngoài có wifi tốc độ cao, bàn ghế làm việc đầy đủ, phục vụ đồ uống và đồ ăn nhanh nếu có nhu cầu. bao gồm khu vui chơi giải trí, uống café, thảm cỏ xanh nhân tạo cho những ngày làm việc mệt mỏi về với gia đình. khu tập gym rèn luyện sức khỏe.giá : 4.500.000 - 6.000.000 đ/ căn/tháng (thanh toán tối thiểu 03 tháng và đặt cọc 1 tháng).- tòa nhà trang bị thang máy cao cấp, dịch vụ máy giặt, truyền hình cáp, internet tốc độ cao.- tòa nhà có bảo vệ 24/7 nên an ninh cực ổn, camera từng tầng, ra vào thoải mái, nhà để xe rộng rãi, có thể chứa được đến 100 chiếc xe máy.+ địa chỉ: tòa nhà sô 63 ngõ 201 phố cầu giấy - p.dịch vọng – q.cầu giấy – hà nội (cách đường cầu giấy 100m)liên hệ chính chủ: anh quỳnh 0981033699"
2225,05/2017,2000000,20.0,21.033005,105.796511,Nhatang,2.89,117.18,Khepkin,6,7,0,0,1,0,0,0,0,1,0,0,0,0,Số nhà 51 ngõ 201 Cầu Giấy.," tầng 1, số nhà 51 ngõ 201 cầu giấy. có nóng lạnh, kệ bếp, vệ sinh khép kín, an ninh tốt.  25m2. liên hệ chú tân 0904000858. miễn trung gian."
2168,06/2017,1700000,14.0,21.0343,105.80216,Nhatang,2.1,176.25,Khepkin,6,7,1,0,0,0,0,0,0,0,0,0,0,0,"số 10 ngách 68/77 ngõ 68 cầu giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"," chính chủ số 10 ngách 68/77 ngõ 68 cầu giấy, hà nội.công trình phụ riêng, khép kín, không chung với nhà chủ, đi lại tự do.gần trường đại học giao thông vận tải, học viện báo chí, học viện ngoại giao, học viện ngoại thương. ưu tiên sinh viên thuê.có giường, tủ.tiền điện ~1k - 1k7/số theo giá nhà nước, tiền nước 20nghìn - 70nghìn/tháng/.internet free, gần chợ cầu giấy, đại học giao thông. rộng 14m2.giá 1.7 triệu/tháng."
2141,11/2017,2500000,18.0,21.034768,105.793997,Nhatang,7.68,6.18,Khepkin,7,9,0,0,0,0,0,0,0,0,0,0,0,0,"Số 2, 299 Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội","Số 32, liên hệ cô hậu ngõ 299 cầu giấy, lợi thế cho những ai ở sạch sẽ hòa đồng.giá 2.5 triệu"
2009,08/2017,2000000,18.0,21.035105,105.802701,Ccmn,3.09,105.38,Khepkin,8,6,1,0,1,1,0,0,0,1,0,0,0,1,"Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"," , chung cư mini ,  chung cư mini với đủ các mức giá, , tiện nghi, .+ đối tượng: phù hợp với người đi làm, hộ gia đình nhỏ hoặc sinh viên đang có nhu cầu tìm nhà. + mức giá: cung cấp , chung cư mini ở nhiều mức giá 1 triệu, 1.5 triệu, 2 triệu.. đến 10 triệu phù hợp với nhu cầu của từng đối tượng (sinh viên, người đi làm, hộ gia đình nhỏ…)+ : từ 10 – 50m2+ tiện nghi:  khép kín hoặc không khép kín.  có đầy đủ tiện nghi nóng lạnh, điều hòa, giường tủ, nội thất  bếp, nội thất  tắm, chỗ để xe… tùy yêu cầu và mục đích sử dụng của từng cá nhân. giờ giấc đi lại tự do, thoải mái, an ninh tốt+ khu vực: tất cả các khu vực hà nội gần trung tâm, các trường đại học, gần các khu dân cư, trục đường lớn thuận tiện giao thông đi lại...cung cấp dịch vụ xem tin tìm , chung cư mini,nhà ở.chỉ với 100.000 đ (quý khách có 15 lần xem miễn phí xem tin tìm nhà trong 15 ngày)*ưu điểm : chi phí thấp, tiết kiệm thời gian, có nhiều lựa chọn để thuê nhà như ý xin quý khách liên hệ 0978371561số 15 ngõ 16 nguyễn khánh toàn hà nội"
1820,04/2018,6000000,50.0,21.03058,105.799426,Nhatang,4.59,125.18,Khepkin,11,7,1,1,1,1,0,1,0,1,0,1,1,1,"Nhà D2 NGÕ 93 Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","1- tòa nhà 9 tầng tại số nhà d2 ngõ 93 phố cầu giấy - p.quan hoa - cầu giấy, vào ở luôn.- nhà ngay phố cầu giấy, đường vào rộng, 2 ô tô con tránh nhau, rất thuận tiện cho việc đi lại, sinh hoạt, vui chơi, giải trí. lên phố cổ cũng gần, trung tâm thương mại ngay sát, gần trường đại học sư phạm, học viện báo chí và tuyên truyền...- các căn hộ rộng được lát sàn gạch cao cấp, căn nào cũng có cửa sổ rộng, ban công phơi đồ riêng biệt. các căn hộ được thiết kế hết sức hợp lýgồm 2  ngủ + 1  khách và  bếp riêng biệt dt 50m2.giá : 6.000.000 đ - 6.500.000- 7.000.000đ/căn/tháng (thanh toán tối thiểu 03 tháng và đặt cọc 1 tháng). dt các  từ 45 - 50m2.- mỗi  được trang bị điều hòa 2 chiều, giường, tủ quần áo, cửa sổ có rèm cản nắng cực đẹp, trần thạch cao, đèn ngủ đủ cả, bàn bếp xịn, hút mùi, bồn rửa bát xịn, sàn gỗ cao cấp.- nhà vệ sinh được lắp thiết bị vệ sinh inax cao cấp, bình nóng lạnh ariston, ốp lát gạch prime sang trọng, có bồn tắm đứng hiện đại.- tòa nhà trang bị thang máy cao cấp, máy giặt, truyền hình cáp, internet tốc độ cao miễn phí, mỗi căn hộ được cấp thẻ từ thang máy riêng.- tòa nhà có 2 bảo vệ 24/24 nên an ninh cực ổn, ra vào thoải mái, nhà để xe rộng rãi gần 200m2, có thể chứa được đến 80 chiếc xe máy.+ địa chỉ:tòa nhà d2 ngõ 93 phố cầu giấy, p. quan hoa, q. cầu giấy.(cách cầu giấy 300m).liên hệ chủ nhà chị hương 0978 335 871 / 0981 056 757 a lượng 0982 9696 692-tòa nhà 8 tầng tại phố doãn kế thiện mới hoàn thiện vào ở luôn.-  các  từ 38m2 - 40m2.giá  4.500.000đ - 5.000.000đ/tháng, các  bao gồm:  ngủ +  khách và khu bếp riêng biệt.-  ngủ được trang bị điều hòa 2 chiều, giường, tủ quần áo...-  khách cũng có thể làm  ngủ nếu nhà đông người.-  bếp được trang bị bàn ăn, bàn bếp, tủ bếp, chậu rửa bát, hút mùi,...- khu vực nhà vệ sinh được lắp đầy đủ thiết bị hiện đại như chậu rửa mặt, bệt inax, vòi sen, bình nóng lạnh,...- tòa nhà có bảo vệ 24/24, đảm bảo an ninh tuyệt đối, giờ giấc ra vào thoải mái.- khu vực ban công phơi đồ riêng biệt của từng .* tòa nhà nằm ở  trung tâm, giao thông thuận tiện, cách mặt đường doãn kế thiện 20m, đối diện chợ đồng xa nên rất thuận tiện cho việc mua sắm, đi chợ, nằm trong khuôn viên tập quân đội nên an ninh rất tốt, gần các trung tâm thương mại, gần các trường đh như quốc gia, ngoại ngữ, gần bến xe mỹ đình,...địa chỉ: số 32/c1 – đường doãn kế thiện - p.mai dịch - cầu giấy.( đối diện cổng chợ đồng xa)lh c hương 0978 335 871. / 0902.212.798/ 0976 173 640"
1792,06/2018,2500000,20.0,21.034664,105.792548,Ccmn,3.79,87.43,Khepkin,8,8,1,1,1,0,0,0,0,0,0,0,0,0,"Số 27 ngõ 329 Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội","Ccmn số 27 ngõ 329 cầu giấy còn  ☘️trung tâm cầu giấy, an ninh cao, khu dân trí tốt, thoáng mát sạch sẽ, bảo vệ 24/24, giờ giấc thoải mái. có chức năng cho người nước ngoài thuê.☘️lh trực tiếp chủ nhà: ms nga 0888295979☘️giá  từ 2,5tr đến 4,2tr.  có trang bị điều hoà, nóng lạnh, giường tủ bàn ghế - tuỳ loại ."
1535,12/2018,2500000,25.0,21.03081632,105.79883,Nhatang,3.29,132.82,Khepkin,4,6,0,0,1,0,0,0,0,0,0,0,0,0,"Số 70, Ngõ 212, Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","Số 70, cầu giấy 20 - 25m ( có  khép kín), sàn gỗ - nóng lạnh + an ninh tốt - sạch sẽ.giá 2.5 - 2.7tr gần trường dh gt vận tải - ngoại ngữ - thương mại...cách vòng xuyến cầu giấy 200m thông ngõ 445 nguyễn  0364235179"
1460,01/2019,3800000,30.0,21.032697,105.797574,Ccmn,3.52,67.4,Khepkin,9,9,1,0,1,1,0,0,0,1,1,1,1,1,"165 Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","cho thuê phòng chung cư mini cao cấp full đồ, mới 100%nhà vừa mới xây xong, cuối tháng 1 này có thể vào ở đượcđặc biệt lì xì đầu xuân: miễn phí 15 ngày đầu tiên của tháng 2.đc: ngõ 165 cầu giấy, hn - (gần bưu điện cầu giấy)-----------------------thiết kế:-----------------------tòa Ccmn 6 tầng có thang máy giúp bạn di chuyển thuận lợi.nhà 25-30m2 , 2 mặt thoáng, tất cả các  đều có ban công rộng rãicác  đều có cửa sổ cực kỳ thoáng mátphơi đồ ngay tại ban công của từng gác xép rộng rãi  từ 25-30 m2tâng 1 để xe rộng rãi miễn phícamera an ninh từng tầngkhóa cổng bảo mật bằng vân taygiờ giấc tự do thoải mái-----------------------nội thất:-----------------------giường nệm cho bạn giấc ngủ thật sâu êm ái.tủ quần áo thanh lịch giúp nhà bạn gọn gàng ngăn nắp.điều hòa, nóng lạnh cho bạn ấm áp khi mùa đông đến.vệ sinh khép kín, tbvs đầy đủ và hiện đạikệ bếp, chậu rửawifi riêng từng  phục vụ bạn học tập và giải trí thoải mái.-----------------------giá thuê bất ngờ : từ 3tr8 - 4tr2thanh toán vô cùng linh hoạt.lh: mr hà : 094.248.7075 "
1350,08/2019,3000000,25.0,21.031727,105.800919,Ccmn,3.62,83.16,Khepkin,8,10,1,1,1,0,0,0,0,1,0,0,0,0,"68 Đường Cầu Giấy, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội"," căn hộ minicăn hộ 20-25m2 mới sơn được trang bị những đồ đạc cơ bản khách vào là ở luôn bao gồm-sàn gỗ tự nhiên-kệ để giầy 3 tầng-giường gỗ,nệm êm-khu nấu ăn có tủ bếp,chậu rửa bếp ga chạn treo tường-nhà sv trải sàn gỗ thoả nước,bồn rửa mặt,hộc tủ để đồ,vòi hoa sen nóng lạnh… ánh sáng hắt đẹp như quán caffe sang chảng-bộ sofa đơn êm ái vois bàn sofa gỗ kiểu cách-bàn ăn nhìn rất tinh tế-tủ quần áo gỗ xinh sắn,cùng các kệ để đồ trên các tường của căn hộnhà đơn sơ nhung rất phù hợp với người đi làm,gia đinhf nhỏ,sinh viên…ai có nhu cầu xin liên hệ 0349982633chú ý :-cam kết bất động sản công ty giới thiệu chuẩn và chính xác.-miễn phí hoàn toàn khi thuê được nhà.-phí dịch vụ dẫn đi là 100k (tiền điện thọai xăng xe)."
1245,10/2019,1600000,15.0,21.033762,105.801234,Nhatang,2.82,236.24,Khepkin,6,5,1,0,0,0,1,1,0,1,0,0,0,1,"53, Hẻm 68/53/22 Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","  chính chủ - p. quan hoa, cầu giấy - 0987900584 (phương anh)địa chỉ: số 53, hẻm 68/53/22 cầu giấy. gần các trường đại học (giao thông,thủ đô, báo chí, quốc gia). gần chợ quan hoa, chợ cầu giấy và các trung tâm thương mại (lotte, vincom nct, iph xuân thuỷ).nhà 4 tầng,  từ tầng 2 - 4. tầng 1 để xe, bếp ăn. có tủ lạnh, bếp đôi từ -hồng ngoại, bếp gas đôi, máy giặt. mỗi tầng 2 , 1 nhà vệ sinh, chỗ phơi quần áo thoáng, rộng. an ninh đảm bảo.giá từ 1.6 - 2 triệu."
1219,12/2019,5000000,45.0,21.033513,105.796676,Nhatang,3.52,36.68,Khepkin,4,8,1,0,1,0,0,1,0,1,0,1,1,0,"Số 12, ngõ 196 Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","khép kín, không chung chủ, mới đẹp tại ngõ 196 cầu giấy ( ngay đầu nguyễn văn huyên giao cầu giấy) có 5 cửa sổ thoáng, ban công- có nóng lạnh, điều hoà, giường, tủ quần áo, tủ kệ bếp, rèm, wifi từng , máy giặt- có ban công phơi đồ riêng từng - giờ giấc tự do, an ninh đảm bảo, camera 24/24- có thang máyđia chi: số 24 ngách 196/8 cầu giấy ( ngay đầu nguyễn văn huyên giao cầu giấy )lh: 0374819134lưu ý: không phải môi giới, tư vấn và xem nhà miễn phí hoàn toàn"
1148,12/2019,4900000,22.0,21.0357929,105.7924394,Ccmn,7.52,10.68,Khepkin,6,5,0,0,0,0,0,0,0,0,0,1,0,0,"Ngõ 360 Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội", o một mình trong trung cư mini 2 ngủ 1  khách muốn cho 2 bạn nam sv thuê lại một  giá 2tr fun đồ chỉ việc đến ở.giờ thoải mãi điện giá nhà nước chung cư thang máy tầng 12sđt 0977838264
1133,01/2020,2300000,20.0,21.034558,105.797919,Nhatang,11.66,11.68,Khepkin,5,10,0,0,1,0,0,0,0,0,0,0,0,1,"196 Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội","  chính chủ nhà 4 tầng ngã 3 cầu giấy x nguyễn văn huyênnhà ngõ 196 cầu giấy ( năm đúng ngã 3 giao nguyễn văn huyên), 60m2 x 4 tầng mới xây.mô tả :- nhà đẹp, sàn gỗ, cầu thang gỗ, 60m2, 4 tầng, đẹp, sang trọng.- mỗi tầng 2  và 1 wc , nhà sạch sẽ tiện nghi.- các  đều có cửa sổ kính cách âm, rèm, sơn cao cấp- nhà vệ sinh hiện đại, rộng rãi, sứ inax, bình nóng lạnh ferroli.- không ở chung với chủ, giờ giấc đi lại thoải mái, đi khóa về mở- có chỗ nấu ăn, giặt giũ, phơi quần áo, để xe rộng rãi.- điện nước giá hộ gia đình, mạng internet, truyền hình cab.- gần chợ (50m) , bến xe bus , cách ngã 3 cầu giấy x nguyễn văn huyên 80 m  : 18m2- 22m2giá : 2.000.000 đ- 2.300.000đ/ thángliên hệ chủ nhà: 093.846.0030(chủ nhà - không phải trung gian - không mất phí môi giới)"
1031,03/2020,5500000,40.0,21.034864,105.796754,Ccmn,11.66,30.68,Khepkin,10,10,0,0,1,0,0,0,0,1,0,1,1,1,"Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội","gia đình mới hoàn thiện một căn nhà 6 tầng thang máy có 10 căn chung cư mini full đồ .- gồm 1  ngủ, 1 khách, 1 bếp, wc.- : nhà mặt ngõ phố cầu giấy, tiếp giáp các phố trần đăng ninh, nguyễn văn huyên.- wc khép kín hiện đại, bình nóng lạnh, thiết bị vệ sinh inax.- tòa nhà được lắp camera an ninh, đảm bảo, bảo vệ 24/24h.- thang máy, bếp từ, hút mùi.- gửi xe miễn phí, , truyền hình cáp, internet cáp quang, camera các tầng,...- căn hộ có cửa sổ, ban công thoáng mát, chỉ việc xách va li đến ở.- giá từ 5 đến 7 triệu/tháng.- lh: a.tiến 0946.945.963- miễn phí 100% với khách xem nhà.- xem nhà linh hoạt, mọi thời điểm."
782,05/2020,2000000,25.0,21.033026,105.800805,Nhatang,2.8,80.38,Khepkin,5,6,0,0,0,0,0,0,0,1,0,0,0,0,"17 Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","khép kín tại tầng 1 rcó gác lửng rộng, thoáng tiện đi lại, ngõ yên tĩnh dân trí cao, gần trường đại học sư phạm đông đô – phố dương quảng hàm.   25 m2 bao gồm gác lửng có sàn gỗ, bếp, giá  2 triệu/tháng. liên hệ: 0903456236"
806,05/2020,1500000,18.0,21.031636,105.795276,Nhacap,2.43,308.38,Khepkin,4,8,1,1,1,1,1,0,0,1,0,0,0,1,"52 Ngõ 79 Đường Cầu Giấy, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội","số 52, ngõ 79, phố cầu giấy, q. cầu giấy hà nội. nhà cách đường cầu giấy chỉ 100m, cách nguyễn khang 50m, gần đại học giao thông, gần chợ, rất thuận tiện cho việc đi lại và vui chơi. xung quanh tòa nhà có rất nhiều quán ăn, quán cafe, và nhiều tiện ích nữa...+  nhà  được bố trí có hai tầng, 3 . có hai   18m2 mỗi , và một  13m2. các  có hành lang  rộng rãi.+ nội thất: điều hòa, giường, tủ quần áo, tủ lạnh, bình nóng lạnh, bàn bếp, thiết bị vệ sinh...+ tiện ích:- có chỗ để xe ở tầng 1 rộng rãi...- an ninh tuyệt đối.- giờ giấc đi lại tự do thoải mái (không chung chủ).+ giá  chỉ:  18m2 – 2,5 triệu/tháng;  13m2 – 1,5 triệu/tháng; hoặc thuê cả nhà 6 triệu/thángliên hệ chủ nhà: 0903422205.ưu tiên hộ cư dân ở lâu dài và tử tế."
3156,03/2016,1500000,20.0,21.035652,105.796113,Nhatang,2.34,120.18,Khepkin,2,8,0,0,0,0,0,0,0,0,0,0,0,0,270 đường Cầu Giấy - Cầu Giấy - Hà Nội," phòng nha tầng,  20m, nhà 3 tầng. giá 1,5tr - 2tr/, điện nước tính theo giá nhà nước.sđt: 0973699807"
254,12/2020,2800000,22.0,20.9690164,105.781294,Ccmn,5.8,50.0,Khepkin,10,4,1,1,1,1,0,1,0,1,0,1,1,0,"Phố Bà Triệu, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội","Phố Bà Triệu, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội căn hộ mi nigần nhà thi đấu hà đông, bàn kính 500m là chợ hà đông, cầu đen, vườn hoa hà đông,có xe bus, đường lớn thuận tiện đi lại an toànnội thất đã chuẩn bị đẩy đủ, chỉ cần dọn đến ở thôi nhé: điều hòa, nóng lạnh, giường, tủ quầm áo, bàn làm việc,..có máy giặt riêng, khu bếp ngoài ban công, cửa ra vào khóa vân tay, có thang máy.ban công rộng rãi, thoáng mát, view đẹp trong lànhgiờ sinh hoạt tự do, không chung chủ,khu vực chung có ng dọn vệ sinh hàng tuầnđiện 3,5 nước 20k 1 khốigiá  nhỏ: 2tr8,  lớn 3tr5"
252,12/2020,2300000,30.0,21.0364417,105.8676508,Nhatang,3.8,430.0,Khepkin,4,4,0,0,0,0,0,0,0,1,0,0,0,1,"117 Đường Phú Viên, Phường Bồ Đề, Quận Long Biên, Hà Nội","117 Đường Phú Viên, Phường Bồ Đề, Quận Long Biên, Hà Nội : gần cầu chương dương  tổng : 30 m2công trình phụ (3.5m2) + bếp : 2 m2sân trước cửa: 30 m2, có thể để xe máy tại đầu hè hoặc ở sân trướcđiện nước tính theo giá nhà nước, cam kết không thu thêm chi phí.khu vực an ninh. từ nhà sang hồ gươm chưa đến 10pgiá thuê 2.3 triêu/ tháng.đóng tiền 3 tháng 1 lần. ưu tiên cho hộ gia đình thuê lâu dài.bạn quan tâm vui lòng liên hệ với anh vương"
